编号,e_建模值,交叉验证预测值_mm,共同异常
103,99.048,101.40084678243409,False
105,108.143,106.52354854427335,False
106,111.315,112.03406519100955,False
107,119.646,119.34303138568647,False
108,89.061,88.28251468681371,False
109,91.066,90.90799862617214,False
110,78.027,77.44603134667398,False
111,100.952,103.1695125657157,False
112,112.947,112.17456670104778,False
113,83.123530596838,102.52284097281142,False
114,113.986,111.42021748035101,False
115,74.545,72.24912561557814,False
116,79.66,82.43143929284896,False
117,104.969,104.98899515330926,False
118,89.065,87.58364698749202,False
119,78.068,82.48393281291061,False
120,95.904,92.43106682008153,False
122,115.858,115.52796397599116,False
123,90.659,90.69067280576616,False
124,103.964,101.16350177642957,False
125,101.856,101.41910488719469,False
126,102.311,102.43113793708369,False
127,88.067,85.98683447418225,False
128,94.238,92.07108002642009,False
130,133.887,132.32447212080962,False
131,103.352,101.98435213032651,False
132,102.155,102.41139910897898,False
133,100.883,105.90776080333774,False
134,94.41,95.94495872780487,False
135,96.928,95.30077014966983,False
136,87.731,87.71215038369618,False
137,100.751,100.75584124268484,False
138,91.671,91.78539375769876,False
139,96.366,97.29450348334896,False
140,109.976,104.07861949359211,False
141,120.78,119.89521440232508,False
142,86.327,85.65945617225617,False
143,80.767,87.04693953670137,False
144,84.212,84.4714320641919,False
145,86.37,88.00197870850884,False
146,109.473,101.0736403891986,False
147,95.621,95.18068477717482,False
148,119.266,121.5888922866408,False
149,127.126,126.05026607986562,False
150,102.169,103.7503051259679,False
151,104.979,109.28266449454162,False
152,122.612,120.71244520765408,False
153,116.389,115.71272676857753,False
154,118.846,114.80193748153123,False
155,110.007,110.30791682475382,False
156,111.538,110.53409646926761,False
157,108.792,107.79837174816689,False
158,87.914,86.95541075113226,False
159,108.87,109.98435472104276,False
160,101.258,100.44287308072217,False
161,86.815,87.21614153232487,False
163,87.921,86.60809271884558,False
164,93.153,92.95227859605163,False
165,91.061,94.50014174081015,False
166,108.114,108.86468375159158,False
167,83.276,82.08217233318607,False
168,89.44,87.54958823726862,False
169,90.269,91.13338728389807,False
170,90.579,90.16153356472147,False
171,106.491,108.93820485586653,False
172,95.162,92.55364563570487,True
173,91.821,91.99470464691379,False
175,95.244,99.35199670668209,False
176,89.257,90.251638595713,False
177,79.99,79.9814208617343,False
178,100.607,97.98648412113798,False
180,128.055,122.1972725515995,False
181,85.026,94.8867871924292,False
182,107.476,109.41691981140566,False
183,139.191,135.22519994717914,False
184,80.993,93.7926460620287,False
185,87.187,89.17961809845765,False
186,91.541,92.20941228146775,False
187,92.092,94.67109832940412,False
188,99.227,100.20381073297345,False
190,108.363,107.94537031127892,False
191,128.228,120.93276449214632,False
192,92.503,91.11003704684695,False
193,107.397,107.04842867736846,False
194,108.927,108.60798175270978,False
195,87.754,89.96214031732006,False
197,107.934,109.08830640025302,False
198,80.896,84.1567850128668,False
199,105.147,105.2610375029845,False
200,73.474,73.34608678177472,False
201,88.296,91.7221848840293,False
202,94.937,90.89904753339287,False
203,76.222,77.06330370381961,False
204,94.238,98.61993878755352,False
205,114.266,117.34563206096186,False
206,117.674,119.269570520474,False
207,77.596,77.13992330488955,False
208,119.32,116.8747262025534,False
209,85.314,81.25970935594134,False
210,115.343,113.82737718253651,False
211,93.34,95.67878769385734,False
212,91.755,91.61451513501304,False
213,96.512,95.03624382388105,False
214,102.125,101.22852401200088,False
215,109.464,108.6932466531656,False
216,93.28,94.60652042130845,False
217,89.587,89.68009176970594,False
218,107.243,98.0363961781755,False
219,98.55,98.54240828459932,False
220,114.103,114.42290561556824,False
221,85.884,83.73983229598757,False
222,92.909,92.44354068606836,False
223,94.244,92.15020676015754,False
224,99.711,98.36261566414944,False
225,103.305,105.29119482400725,False
226,104.679,107.3853739932866,False
227,111.392,102.59070103738266,False
228,75.828,76.33163240778791,False
229,116.99,118.01947869467476,False
230,93.446,106.13745106196491,False
231,116.794,118.8089729460584,False
232,113.073,113.48687412668457,False
233,92.803,93.50795632638662,False
234,97.733,97.67085078310011,False
235,95.376,98.65054765946563,False
236,84.952,87.29873320723344,False
237,103.928,110.74182822288867,False
238,121.64,122.80550870119495,False
239,89.719,90.20816157807822,False
240,82.307,82.14625767527639,False
241,94.2,94.56863869093775,False
242,101.949,94.97184097764676,False
243,78.828,78.44866069847176,False
244,98.384,95.96198629275757,False
245,107.999,107.31089870145234,False
246,96.298,94.81848154053806,False
247,127.568,127.13045005258371,False
248,107.762,105.62342841749529,False
249,125.752,119.82975034177383,False
250,98.956,98.79924485128834,False
251,86.236,88.92309196584077,False
253,82.841,81.4300771181135,False
254,77.238,70.87942051389084,False
255,82.243,85.03602020248584,False
256,99.813,101.78067917676867,False
257,94.025,95.93168205411862,False
258,81.545,79.78696381823264,False
259,127.221,124.78958383020009,False
260,97.152,96.97108672589998,False
261,106.014,109.61406728926521,False
262,106.013,106.96824917577999,False
263,86.276,86.06150582873332,False
264,83.118,81.15234807397592,False
265,98.27,98.08690397707278,False
266,115.158,112.59162853552922,False
267,92.875,92.23264526438639,False
268,93.603,95.30757586214382,False
269,100.011,101.52573981869416,False
270,99.532,89.39715766804,False
271,79.554,77.39465727778327,False
272,90.892,92.18846770464746,False
273,114.942,119.41092053811545,False
274,98.978,97.27229239012166,False
275,84.863,84.74518588170982,False
276,91.146,93.10473712308931,False
277,101.837,100.56370584409447,False
278,113.859,112.34361081622173,False
279,103.808,101.2611254520872,False
280,102.131,99.98423504126085,False
281,88.632,90.1270175691278,False
282,97.324,97.86313211848125,False
283,70.151,68.68676001335075,False
284,80.771,80.53715153688574,False
285,84.286,84.3066920258643,False
286,115.196,113.87580663017101,False
287,97.416,97.89059583342029,False
288,94.045,95.46692620375956,False
289,98.81,105.97403538760491,False
290,92.832,94.082945670565,False
291,118.236,110.10869250200271,False
292,98.252,98.49131230001656,False
293,86.9,86.99282086097567,False
294,135.998,121.53465522780351,False
295,97.908,100.31703257536344,False
296,75.324,78.09760261003426,False
297,104.596,105.71838160660593,False
298,118.932,108.02614635561798,False
299,104.132,103.78725216974584,False
301,90.244,93.37529366265338,False
302,96.984,97.0149189579085,False
303,106.729,107.07673989197828,False
304,84.819,89.53802149241419,False
305,108.677,107.10085838385936,False
306,106.456,106.16631912123607,False
307,87.021,89.29303209105876,False
308,70.406,69.43976164327289,False
309,117.363,117.07006702825507,False
310,98.31,100.486416085863,False
311,86.925,87.93696032319167,False
312,84.636,85.52844019672497,False
313,98.569,98.46129571952463,False
314,73.174,73.31326435160489,False
315,89.074,90.20932545449114,False
316,103.052,104.54295593439389,False
317,104.01,104.27536962376332,False
318,75.595,87.58463316475877,False
319,98.233,98.23446060203366,False
320,104.875,103.43284388332846,False
321,89.644,88.68854752938839,False
322,116.702,104.9502608517284,False
323,110.324,110.37143783558462,False
324,96.462,98.77062495426215,False
326,115.246,113.76949031002123,False
327,85.551,85.02575825392498,False
328,98.094,98.16247022619339,False
329,91.052,93.8691415721586,False
330,110.573,110.05819228357927,False
331,107.929,106.73074578894672,False
332,89.025,85.49625239771021,False
333,96.648,95.84696758274575,False
334,113.142,112.51251851672828,False
335,106.386,106.06622345741586,False
336,131.34,129.84803515131668,False
337,83.503,87.77306079970796,False
338,83.798,83.36705255292347,False
339,93.958,94.74683757691163,False
340,96.757,97.09857359412719,False
341,80.468,86.57317549285622,False
342,111.183,110.38689491303236,False
344,89.123,91.58039366845922,False
345,88.627,92.90379962128242,False
346,104.578,103.56552275928371,False
347,104.135,108.08993742915487,False
348,88.477,89.79335013918933,False
349,100.552,102.32813075698007,False
350,108.616,106.76044800976956,False
351,91.345,89.16179530900749,False
352,154.693,148.14765188130457,False
353,113.273,113.63558663651915,False
354,110.265,112.10607682102072,False
355,67.21,88.93225817475098,False
356,106.481,103.35331418713002,False
357,138.225,126.46019983334568,False
358,87.582,91.42169852164653,False
359,89.106,89.39373293246094,False
360,90.638,91.26609773382684,False
361,111.256,107.87899567075722,False
362,86.806,90.3524557685889,False
363,85.313,86.52955424672426,False
364,78.888,79.01162390981771,False
365,93.675,92.85603867912555,False
366,92.15,94.7887289098743,False
367,103.051,107.00199788092941,False
368,107.295,109.63956584390573,False
369,103.861,109.24455654165598,False
370,104.762,106.85037146054222,False
371,78.802,78.02012937802839,False
372,82.855,78.96549678726315,False
373,109.654,110.83032364306698,False
374,102.64,105.361316946624,False
375,106.597,106.53214527502648,False
376,83.906,83.8355359825004,False
377,79.205,80.01493899944349,False
378,114.538,111.87703746083321,False
379,89.901,88.25244802784069,False
380,110.827,112.57327188128747,False
382,96.176,93.97028739330952,False
383,95.84,98.40710700254445,False
384,99.925,103.95629934790391,False
386,115.388,113.73789956727995,False
387,79.024,80.48327020589272,False
388,98.796,98.61389122856363,False
389,84.0,84.44867598071812,False
390,77.704,81.41141090112323,False
391,79.342,77.89142408874666,False
392,103.209,98.44482759900924,False
393,101.85,102.73525135349986,False
394,98.503,95.65397225498455,False
395,94.429,92.54629642793948,False
396,97.943,100.87189518719613,False
397,105.427,106.99550374364306,False
398,129.817,126.46087938945057,False
399,106.224,105.92660589791333,False
400,79.151,78.55906748881166,False
401,93.096,92.8137830991626,False
402,96.236,98.39113961938877,False
403,78.982,78.48715223092654,False
404,92.812,95.27856687931754,False
405,106.595,106.32664445835805,False
407,91.526,89.52906692650768,False
408,114.346,112.58245363858856,False
409,95.767,97.2536350870009,False
410,90.644,88.87397750141989,False
411,84.459,86.04092796577734,False
412,95.32,97.01681887753874,False
413,120.041,118.80035332803374,False
414,102.419,100.24592542901725,False
415,117.622,114.684144993103,False
416,95.413,93.11501162885975,False
417,73.07,73.68764160007942,False
418,94.477,94.30312884069454,False
419,83.587,84.38995589680947,False
420,100.137,97.75100943774818,False
421,92.795,93.27644242227116,False
422,98.446,97.65599593308733,False
423,98.435,96.8048043358011,False
424,90.863,90.84309791197012,False
425,82.504,79.47145907190055,False
426,90.429,86.92708706238089,False
427,97.705,100.44089580914962,False
429,84.076,81.24691542261988,False
430,89.019,87.21240350820958,False
431,107.931,109.07986175072777,False
432,107.321,106.53807062334424,False
433,115.499,90.25192442091134,False
434,110.377,109.25219281129303,False
435,100.75,94.85585310775767,False
436,113.424,103.48435449323013,False
437,107.724,105.5560492288059,False
438,97.049,96.94057197595016,False
439,124.599,124.69660784334235,False
440,93.856,102.37447816762177,False
441,87.678,86.80396107827036,False
442,106.865,105.38248305144825,False
443,89.584,93.2861061080369,False
444,107.625,108.0062459717839,False
445,91.625,93.11944147819294,False
446,98.176,94.5820711859737,False
447,99.79,100.5895682503295,False
448,92.081,91.10832045567156,False
449,94.685,93.39916936797503,False
450,100.86,105.30789412735405,False
451,75.273,75.84427043945102,False
452,112.646,108.32727339892318,False
453,98.332,103.2405395519649,False
454,87.856,86.99512922984145,False
455,93.081,94.50269230387852,False
456,104.164,104.02780334033916,False
457,104.644,104.55678320663624,False
458,89.198,89.68043369402652,False
461,108.072,109.37501990729476,False
462,86.084,84.8332569225519,False
463,88.511,88.86455557416326,False
464,91.664,91.68085858010707,False
466,100.128,102.89896947724283,False
467,110.975,109.07570313031047,False
468,122.554,118.50635617243361,False
469,107.459,107.32311974220693,False
471,95.732,96.9314238031846,False
472,109.288,97.31465852815221,False
473,105.344,100.21425533068043,False
474,78.558,78.81144052327292,False
475,116.796,114.01238642044304,False
477,105.796,107.14926430999702,False
478,70.683,95.05426168117306,False
479,102.361,105.83263326382202,False
480,103.102,103.84409761335934,False
481,85.689,83.49837974295724,False
482,79.595,80.43924737680294,False
483,94.931,98.41545149283259,False
484,98.342,98.02361544092281,False
485,107.561,109.95746822815896,False
486,83.596,84.22659157279041,False
487,88.641,86.22910017902217,False
489,106.039,96.66017320877383,False
490,100.627,96.44835942194949,False
491,90.093,94.54733319792622,False
492,93.247,92.92067824241286,False
493,103.501,94.86520813201645,False
494,93.172,102.20824692357682,False
495,103.062,100.72607514636823,False
496,90.76,90.55794120841367,False
497,107.337,109.4258815351146,False
498,90.484,89.9494405738012,False
499,99.053,97.22814922399036,False
500,102.18,97.88308356678917,False
501,95.085,94.19959814141754,False
502,94.596,93.60492533498456,False
503,91.505,91.13464274456165,False
504,100.974,100.52806593962083,False
505,100.275,99.78491404525765,False
506,118.484,120.05375433869736,False
507,111.492,110.11193264449984,False
508,108.934,109.75003600128332,False
509,95.908,94.42053970804675,False
510,121.366,119.40535527014646,False
512,117.466,118.30212523927484,False
513,91.122,98.184815848321,False
514,86.707,89.1666770799752,False
516,90.24,88.99487234568318,False
518,80.729,82.52523971139928,False
519,84.198,88.35674630478127,False
520,94.627,95.09415421105362,False
521,104.44,103.438715970014,False
522,85.124,83.55392250342689,False
523,97.943,98.69417949114606,False
524,98.348,97.87760547702548,False
525,78.838,79.26996664752755,False
526,85.812,87.14614370781919,False
527,96.303,95.95085955077614,False
528,91.564,94.32068774144388,False
529,99.429,98.98481335838764,False
530,86.039,87.74426680410329,False
532,109.189,106.89008394988603,False
534,106.015,105.65509515569785,False
535,88.475,86.4462153041907,False
536,94.152,94.20994111202528,False
537,109.773,106.1065152556054,False
538,90.359,90.39960554012029,False
539,98.189,96.95615989104871,False
540,104.666,100.44354786425698,False
541,96.441,93.75697253652055,False
542,92.858,96.30611916101101,False
543,94.923,92.53546607907965,False
544,78.715,78.22797963176157,False
545,87.967,89.25957280446339,False
546,89.504,90.5865075985864,False
547,114.5,105.09914062222177,False
549,76.146,73.66172810769606,False
550,113.346,89.92836238435798,False
551,82.77,83.86048026988841,False
552,80.662,80.26074143218221,False
553,75.059,78.0112116298544,False
554,88.739,89.65877913783132,False
556,94.695,95.70719755147455,False
557,124.759,124.08555082927171,False
558,101.521,98.33473311946331,False
559,83.717,83.36501239977602,False
560,111.687,111.66722251763032,False
561,116.948,116.940621376527,False
562,96.419,97.77468322121511,False
563,101.373,104.03844512040496,False
564,127.512,122.59227169794164,False
565,109.782,111.36279468149915,False
566,101.952,101.02774044956642,False
567,102.623,100.9851584649812,False
568,102.626,101.51344062873314,False
569,110.216,110.7827762733291,False
570,93.452,95.56882790704914,False
571,87.177,86.3429546858745,False
572,93.705,92.72925797859152,False
573,109.037,105.5137496542687,False
574,109.256,108.9487300576888,False
575,100.05,97.8384897582844,False
576,94.133,92.82644884116326,False
577,113.604,108.02595834053706,False
578,84.19,82.39657237070034,False
579,119.611,120.52817055730846,False
580,86.752,83.20252524154031,False
581,84.698,85.48256832783295,False
583,90.849,90.86561417028871,False
585,121.849,121.5856466203334,False
586,90.043,90.49949615079723,False
587,89.621,88.09618471184244,False
588,106.945,105.1384238472437,False
589,97.739,97.212371132213,False
590,93.239,96.31458842269907,False
591,122.896,123.15655373546345,False
592,79.71,83.53209796358497,False
593,88.112,89.51816956261298,False
594,97.174,97.02173007188935,False
595,88.933,85.34477929332232,False
596,100.475,97.64388025642793,False
597,92.42,92.82531888287203,False
598,76.491,75.49992523292275,False
599,97.855,98.01231762242305,False
600,95.738,93.53890638043865,False
601,91.664,93.87058249818259,False
602,110.361,111.81237512198393,False
603,88.862,88.6449361359613,False
604,93.931,95.96820621966332,False
605,100.363,102.60662767533765,False
606,123.237,120.47694667796128,False
607,94.121,94.80601092833612,False
609,94.951,94.64312585067279,False
610,82.85,82.88319191966205,False
611,71.664,73.37227460805617,False
612,86.923,84.85124868959346,False
613,97.893,94.58491714019499,False
614,99.336,101.95069465094834,False
615,107.774,109.72000094613954,False
616,100.116,96.20850653270865,False
617,108.268,107.5811662735191,False
618,107.6,108.3959930047,False
619,108.654,107.22448705772284,False
620,103.919,104.89365787693627,False
621,72.919,73.35882924027825,False
622,90.142,89.97644245402643,False
623,90.091,90.44763697809108,False
624,76.886,77.18023322770298,False
625,96.922,96.08621755328504,False
626,70.379,71.58638568285029,False
627,102.713,97.64168923163086,False
628,110.052,109.51169754626568,False
629,92.672,92.33473307094668,False
632,108.773,108.6436020298733,False
634,117.759,116.46202874833203,False
635,87.886,91.66376118390521,False
637,97.289,99.71005135111615,False
639,103.76,103.04500194283332,False
641,73.129,82.67365440136278,False
642,98.995,98.09990959860163,False
643,104.188,101.20530560839654,False
644,90.947,90.89519638952734,False
646,108.101,109.94473520537763,False
647,112.69,114.40434451711745,False
648,81.032,81.23733582652497,False
649,111.979,108.68330917709912,False
650,106.554,105.94745929438027,False
651,92.207,96.40041685221655,False
652,95.213,95.15912459126034,False
653,92.979,93.90620141919953,False
654,95.626,99.43755489653402,False
655,98.541,98.0474014224035,False
656,66.398,67.04633059803135,False
657,109.276,106.9021853058722,False
658,82.02,84.93266263290768,False
659,72.728,76.2250230661935,False
660,134.157,131.8961150989366,False
661,136.055,133.2462391614493,False
662,109.411,107.70088618033509,False
663,103.37,110.69632325425636,False
664,102.939,105.09853945392723,False
665,96.454,96.82576613478257,False
666,100.678,100.92643418226979,False
667,112.747,111.70141298268209,False
668,104.713,104.16162964351668,False
669,116.7,122.03588074388983,False
670,125.192,120.0491288167471,False
672,76.336,76.41963519150971,False
673,97.113,93.20374360663631,False
674,101.953,102.83846271730025,False
675,73.959,74.42683986711671,False
676,85.661,83.80759076071921,False
677,108.499,107.00396732311594,False
678,97.937,98.60767849372733,False
679,89.402,87.59036365464111,False
680,88.825,89.42687066764626,False
681,111.855,110.84980722938036,False
684,88.418,88.99437178162758,False
686,72.887,73.9612992172327,False
688,74.652,74.1864227704624,False
689,76.155,73.65746958352221,False
690,110.597,110.61594176592853,False
691,99.354,95.45809025155188,False
693,113.314,113.47479078328418,False
694,95.785,93.85295427527997,False
695,83.908,82.31443537513735,False
696,97.849,96.8252371646076,False
700,90.927,83.98250492635184,False
701,77.651,77.65454778218512,False
702,89.82,90.83339628380409,False
703,104.557,105.42548924581985,False
704,91.667,94.53829346095665,False
705,121.623,119.32442898105282,False
706,89.698,89.4979598381079,False
707,96.202,96.72823155920477,False
708,94.506,94.9516297504268,False
709,73.711,76.74622256963917,False
710,84.994,84.06173536978217,False
711,109.481,105.60867421880322,False
712,131.257,130.36972841354097,False
713,95.35,97.70516994848197,False
714,90.543,91.87123781549825,False
715,90.25,95.46683381508436,False
716,102.512,93.02122151795504,False
717,83.23,83.0378666758522,False
718,89.748,91.28224099814662,False
719,98.964,100.6556332541788,False
720,74.577,73.2271914126781,False
721,92.923,87.69812919884725,False
722,94.676,93.71480565925117,False
723,127.954,127.53559298886728,False
724,83.555,82.23909573705538,False
725,117.239,113.09088631471795,False
726,75.335,78.54037281249569,False
727,101.903,99.67043368263974,False
728,97.033,97.83533121201354,False
729,98.279,100.22494924339937,False
730,105.897,104.59227344838148,False
731,118.323,117.23888220037868,False
732,94.605,98.81670958370859,False
733,97.402,98.6272480999683,False
734,83.872,89.45382967341448,False
735,99.528,98.31922045958581,False
736,85.401,85.28225283404186,False
737,114.253,114.76467870984946,False
738,112.381,110.88403013940074,False
739,102.486,100.5141999540674,False
740,95.565,96.69427059542281,False
741,113.865,105.95169498340444,False
742,106.66,103.9509716810397,False
743,93.448,93.73186338197898,False
744,86.425,87.38158852065324,False
745,101.43,99.41397028782677,False
746,99.624,103.7123291404518,False
747,78.238,78.95171272836163,False
748,93.168,90.78413294678754,False
749,96.252,98.63268667808262,False
751,76.263,74.20168894743294,False
752,106.82,106.22087874624941,False
753,107.868,103.89856061760563,False
754,100.889,99.19317029872491,False
755,86.757,85.31080045080068,False
756,105.696,103.87121844958621,False
757,97.102,102.62795912666444,False
758,122.652,120.27182207435098,False
759,82.266,84.40928588016945,False
760,90.198,88.53330679044986,False
761,75.447,76.80627690569683,False
762,97.019,97.25403526994286,False
763,98.222,97.76650852939835,False
764,111.768,109.42907429551241,False
765,114.855,114.9400236056403,False
766,96.195,103.06096711076128,False
767,92.038,91.5077428447139,False
768,86.706,89.24748216566616,False
769,97.142,97.7707786918713,False
770,126.14,125.53753888392399,False
771,107.503,102.9283330464693,False
772,105.733,98.46829995185655,False
773,93.857,90.53392753468474,False
774,102.484,94.39142767836546,False
775,85.406,86.5022225951622,False
776,96.691,87.41655138200917,False
777,78.414,78.06019119912774,False
778,108.254,106.12240584504416,False
779,70.206,73.16844593584764,False
780,87.504,85.97885857293764,False
781,93.246,90.97929675794069,False
782,74.731,73.19235614789953,False
783,106.693,104.59485112120332,False
784,98.814,94.00921551724457,False
785,103.289,100.52458419669692,False
786,94.174,93.06130773994911,False
787,103.36,103.32952467622451,False
788,93.234,93.42465366759642,False
789,126.259,130.49700821490836,False
790,94.059,96.98901249859595,False
791,117.645,117.90827998488817,False
792,77.274,81.29600425326639,False
793,83.388,85.11192819886868,False
794,79.589,86.39733126946926,False
795,94.228,92.75208504126955,False
796,105.646,101.41972476573136,False
797,94.708,98.16013733695804,False
798,96.442,97.67445605290037,False
799,102.44,102.44642078512142,False
800,90.854,86.76244629082179,False
801,85.103,85.27941892860112,False
802,106.772,95.00972710213584,False
803,87.831,83.75369778458159,False
804,115.539,102.73222137412813,False
805,98.414,94.73396429417119,False
806,99.895,98.9922528952711,False
807,95.107,92.09356855979922,False
808,92.88,95.02439289852943,False
809,95.357,95.41298179575104,False
810,88.985,87.03110830963534,False
812,110.574,115.54328687495837,False
813,77.493,77.75924880467258,False
814,87.068,89.23919319434209,False
815,91.202,92.61903513409214,False
816,106.165,107.27581871690195,False
817,92.999,96.00089159476389,False
818,100.372,101.33572228554418,False
819,116.491,119.14314274150072,False
820,122.677,120.70450430526633,False
821,86.739,88.0766576002582,False
822,106.938,109.43689656239931,False
823,78.771,79.02595659638855,False
824,88.507,92.17230092599894,False
825,131.207,129.18461677924896,False
826,119.544,119.79817857291874,False
827,142.765,137.78953860091872,False
828,99.342,99.62917891680421,False
829,86.946,86.59265747746733,False
830,126.227,124.2954101575956,False
831,96.187,98.27700989830619,False
832,78.276,78.5151448774622,False
833,108.597,108.63010122807644,False
834,86.664,86.2616336997338,False
835,84.103,83.99723391244356,False
836,110.934,111.10817518785873,False
837,119.152,122.96251511741971,False
839,85.467,86.29772218402071,False
841,91.597,89.84485285341327,False
842,96.142,93.73977134707856,False
843,105.702,106.7227524455415,False
844,83.908,79.6145713401311,False
845,89.295,90.55471149369522,False
846,92.756,94.4591615506742,False
847,101.1,100.74415607011578,False
848,110.009,96.7875942807069,False
849,72.142,72.78651365067385,True
850,71.367,73.14472762381726,False
851,98.924,100.94365050086333,False
852,95.09,99.44267597330172,False
853,96.023,94.05334379912297,False
854,94.263,89.98940885859113,False
855,109.393,111.61789474932883,False
856,85.508,86.72180056965604,False
857,134.754,135.82865698208968,False
858,98.328,97.3786778173937,False
859,96.726,95.85894996622513,False
860,81.741,80.22879960576444,False
862,91.489,91.87369100877339,False
863,91.497,93.10734796809793,False
864,91.509,91.69549958498942,False
865,95.654,94.28606672218072,False
866,103.845,105.79998204500909,False
867,108.739,109.73492800970688,False
868,107.114,107.93417604704386,False
869,95.314,94.63082875937347,False
870,106.286,106.70230723845494,False
871,99.028,102.1913034106555,False
872,94.801,94.81466121136059,False
873,107.855,106.71356788758231,False
874,82.03,82.09910124378757,False
875,97.546,95.199330150737,False
876,87.728,85.70247464345756,False
877,85.903,92.92670184319128,False
878,115.05,113.06502828775785,False
879,96.812,94.32714826930139,False
880,94.125,94.89915907376741,False
881,72.428,70.11503604222293,False
882,96.365,95.84876720465886,False
883,85.068,83.76389059925575,False
884,89.112,95.50926025188113,False
886,91.57,95.06940258297259,False
887,106.223,107.614732699216,False
888,104.553,105.91745305924725,False
889,118.66,116.87285179218847,False
890,104.521,99.30066773024124,False
891,89.224,87.34496424253214,False
892,100.178,100.97916784986452,False
893,97.716,99.1284257133167,False
894,95.563,95.37282769303856,False
895,97.08,96.39567971864038,False
896,89.574,86.70088544795745,False
897,75.67,76.54536302476549,False
898,75.897,75.25731127739098,False
899,74.061,73.96262629099137,False
900,103.219,104.03628922827622,False
901,94.884,97.22747347484975,False
902,100.914,100.77028859588994,False
903,100.699,101.42327157847095,False
905,80.496,80.92243226529241,False
906,106.08,107.81162891710363,False
907,84.921,85.6920165805162,False
908,95.561,92.9178950895343,False
909,103.733,103.39501880961166,False
910,96.0,95.9246029027206,False
911,79.539,80.37620779283752,False
912,92.162,89.02702981670998,False
913,114.158,114.89825126083055,False
914,90.822,92.99297655132078,False
915,103.875,102.74630203339385,False
916,92.727,93.04238385233947,False
917,73.442,77.76377872113562,False
918,76.994,76.97633661592964,False
919,104.776,107.85209102170963,False
920,84.652,86.44447092086187,False
921,108.249,106.38002787162546,False
922,116.676,117.86033183314159,False
923,96.486,95.60235186203371,False
924,97.892,95.89489934038514,False
925,101.837,103.36023635150399,False
926,80.239,82.69027963495174,False
927,90.008,89.8003191672297,False
928,106.202,109.5178803486232,False
929,94.423,92.58491074987376,False
930,116.718,115.58771568025784,False
