时间,阶段标签,平滑速度_mm_h,预警等级编码,预警等级
2024-01-02 04:40:00,1,0.02400000000000002,0,正常
2024-01-02 04:50:00,1,0.02400000000000002,0,正常
2024-01-02 05:00:00,1,0.04800000000000004,0,正常
2024-01-02 05:10:00,1,0.08400000000000007,0,正常
2024-01-02 05:20:00,1,0.05399999999999938,0,正常
2024-01-02 05:30:00,1,0.01200000000000001,0,正常
2024-01-02 05:40:00,1,0.03600000000000003,0,正常
2024-01-02 05:50:00,1,0.03600000000000003,0,正常
2024-01-02 06:00:00,1,0.12600000000000078,0,正常
2024-01-02 06:10:00,1,0.18000000000000016,0,正常
2024-01-02 06:20:00,1,0.0779999999999994,0,正常
2024-01-02 06:30:00,1,0.030000000000000693,0,正常
2024-01-02 06:40:00,1,0.25799999999999956,0,正常
2024-01-02 06:50:00,1,0.04199999999999937,0,正常
2024-01-02 07:00:00,1,0.0420000000000007,0,正常
2024-01-02 07:10:00,1,0.08999999999999941,0,正常
2024-01-02 07:20:00,1,0.02400000000000002,0,正常
2024-01-02 07:30:00,1,0.0,0,正常
2024-01-02 07:40:00,1,0.0060000000000006715,0,正常
2024-01-02 07:50:00,1,0.04199999999999937,0,正常
2024-01-02 08:00:00,1,0.0,0,正常
2024-01-02 08:10:00,1,0.0060000000000006715,0,正常
2024-01-02 08:20:00,1,0.01200000000000001,0,正常
2024-01-02 08:30:00,1,0.01799999999999935,0,正常
2024-01-02 08:40:00,1,0.0420000000000007,0,正常
2024-01-02 08:50:00,1,0.06000000000000005,0,正常
2024-01-02 09:00:00,1,0.10199999999999942,0,正常
2024-01-02 09:10:00,1,0.01200000000000001,0,正常
2024-01-02 09:20:00,1,0.054000000000000714,0,正常
2024-01-02 09:30:00,1,0.09600000000000009,0,正常
2024-01-02 09:40:00,1,0.01799999999999935,0,正常
2024-01-02 09:50:00,1,0.07200000000000006,0,正常
2024-01-02 10:00:00,1,0.03600000000000003,0,正常
2024-01-02 10:10:00,1,0.08999999999999941,0,正常
2024-01-02 10:20:00,1,0.19200000000000017,0,正常
2024-01-02 10:30:00,1,0.018000000000000682,0,正常
2024-01-02 10:40:00,1,0.19200000000000017,0,正常
2024-01-02 10:50:00,1,0.02999999999999936,0,正常
2024-01-02 11:00:00,1,0.03600000000000003,0,正常
2024-01-02 11:10:00,1,0.15600000000000014,0,正常
2024-01-02 11:20:00,1,0.13200000000000012,0,正常
2024-01-02 11:30:00,1,0.0,0,正常
2024-01-02 11:40:00,1,0.03600000000000003,0,正常
2024-01-02 11:50:00,1,0.005999999999999339,0,正常
2024-01-02 12:00:00,1,0.0,0,正常
2024-01-02 12:10:00,1,0.0,0,正常
2024-01-02 12:20:00,1,0.0,0,正常
2024-01-02 12:30:00,1,0.15600000000000014,0,正常
2024-01-02 12:40:00,1,0.018000000000000682,0,正常
2024-01-02 12:50:00,1,0.2520000000000002,0,正常
2024-01-02 13:00:00,1,0.09600000000000009,0,正常
2024-01-02 13:10:00,1,0.23999999999999888,0,正常
2024-01-02 13:20:00,1,0.018000000000000682,0,正常
2024-01-02 13:30:00,1,0.01799999999999935,0,正常
2024-01-02 13:40:00,1,0.03600000000000003,0,正常
2024-01-02 13:50:00,1,0.3120000000000003,0,正常
2024-01-02 14:00:00,1,0.02400000000000002,0,正常
2024-01-02 14:10:00,1,0.09600000000000009,0,正常
2024-01-02 14:20:00,1,0.24599999999999955,0,正常
2024-01-02 14:30:00,1,0.1500000000000008,0,正常
2024-01-02 14:40:00,1,0.01200000000000001,0,正常
2024-01-02 14:50:00,1,0.1200000000000001,0,正常
2024-01-02 15:00:00,1,0.08999999999999941,0,正常
2024-01-02 15:10:00,1,0.10200000000000076,0,正常
2024-01-02 15:20:00,1,0.0,0,正常
2024-01-02 15:30:00,1,0.05399999999999938,0,正常
2024-01-02 15:40:00,1,0.0,0,正常
2024-01-02 15:50:00,1,0.01200000000000001,0,正常
2024-01-02 16:00:00,1,0.11399999999999944,0,正常
2024-01-02 16:10:00,1,0.06600000000000072,0,正常
2024-01-02 16:20:00,1,0.06000000000000005,0,正常
2024-01-02 16:30:00,1,0.0,0,正常
2024-01-02 16:40:00,1,0.02999999999999936,0,正常
2024-01-02 16:50:00,1,0.09000000000000075,0,正常
2024-01-02 17:00:00,1,0.0779999999999994,0,正常
2024-01-02 17:10:00,1,0.02400000000000002,0,正常
2024-01-02 17:20:00,1,0.06000000000000005,0,正常
2024-01-02 17:30:00,1,0.0060000000000006715,0,正常
2024-01-02 17:40:00,1,0.44999999999999973,0,正常
2024-01-02 17:50:00,1,0.07200000000000006,0,正常
2024-01-02 18:00:00,1,0.12599999999999945,0,正常
2024-01-02 18:10:00,1,0.07200000000000006,0,正常
2024-01-02 18:20:00,1,0.005999999999999339,0,正常
2024-01-02 18:30:00,1,0.13200000000000145,0,正常
2024-01-02 18:40:00,1,0.1559999999999988,0,正常
2024-01-02 18:50:00,1,0.16800000000000015,0,正常
2024-01-02 19:00:00,1,0.19200000000000017,0,正常
2024-01-02 19:10:00,1,0.2400000000000002,0,正常
2024-01-02 19:20:00,1,0.0420000000000007,0,正常
2024-01-02 19:30:00,1,0.8579999999999988,0,正常
2024-01-02 19:40:00,1,0.0420000000000007,0,正常
2024-01-02 19:50:00,1,0.10199999999999942,0,正常
2024-01-02 20:00:00,1,0.18600000000000083,0,正常
2024-01-02 20:10:00,1,0.18600000000000083,0,正常
2024-01-02 20:20:00,1,0.0359999999999987,0,正常
2024-01-02 20:30:00,1,0.05399999999999938,0,正常
2024-01-02 20:40:00,1,0.054000000000002046,0,正常
2024-01-02 20:50:00,1,0.1139999999999981,0,正常
2024-01-02 21:00:00,1,0.13200000000000145,0,正常
2024-01-02 21:10:00,1,0.1559999999999988,0,正常
2024-01-02 21:20:00,1,0.02400000000000002,0,正常
2024-01-02 21:30:00,1,0.02400000000000002,0,正常
2024-01-02 21:40:00,1,0.012000000000001343,0,正常
2024-01-02 21:50:00,1,0.017999999999998018,0,正常
2024-01-02 22:00:00,1,0.11400000000000077,0,正常
2024-01-02 22:10:00,1,0.395999999999999,0,正常
2024-01-02 22:20:00,1,0.0,0,正常
2024-01-02 22:30:00,1,0.060000000000001386,0,正常
2024-01-02 22:40:00,1,0.2400000000000002,0,正常
2024-01-02 22:50:00,1,0.005999999999999339,0,正常
2024-01-02 23:00:00,1,0.1380000000000008,0,正常
2024-01-02 23:10:00,1,0.1979999999999995,0,正常
2024-01-02 23:20:00,1,0.0,0,正常
2024-01-02 23:30:00,1,0.02400000000000002,0,正常
2024-01-02 23:40:00,1,0.018000000000000682,0,正常
2024-01-02 23:50:00,1,0.19200000000000017,0,正常
2024-01-03 00:00:00,1,0.04199999999999804,0,正常
2024-01-03 00:10:00,1,0.28800000000000026,0,正常
2024-01-03 00:20:00,1,0.054000000000002046,0,正常
2024-01-03 00:30:00,1,0.0359999999999987,0,正常
2024-01-03 00:40:00,1,0.02400000000000002,0,正常
2024-01-03 00:50:00,1,0.011999999999998678,0,正常
2024-01-03 01:00:00,1,0.04800000000000004,0,正常
2024-01-03 01:10:00,1,0.09000000000000075,0,正常
2024-01-03 01:20:00,1,0.4560000000000004,0,正常
2024-01-03 01:30:00,1,0.018000000000000682,0,正常
2024-01-03 01:40:00,1,0.1979999999999995,0,正常
2024-01-03 01:50:00,1,0.0,0,正常
2024-01-03 02:00:00,1,0.2160000000000002,0,正常
2024-01-03 02:10:00,1,0.2519999999999989,0,正常
2024-01-03 02:20:00,1,0.060000000000001386,0,正常
2024-01-03 02:30:00,1,0.16199999999999815,0,正常
2024-01-03 02:40:00,1,0.3420000000000023,0,正常
2024-01-03 02:50:00,1,0.17999999999999883,0,正常
2024-01-03 03:00:00,1,0.09000000000000075,0,正常
2024-01-03 03:10:00,1,0.3360000000000003,0,正常
2024-01-03 03:20:00,1,0.08999999999999808,0,正常
2024-01-03 03:30:00,1,0.030000000000002025,0,正常
2024-01-03 03:40:00,1,0.02999999999999936,0,正常
2024-01-03 03:50:00,1,0.08399999999999874,0,正常
2024-01-03 04:00:00,1,0.030000000000002025,0,正常
2024-01-03 04:10:00,1,0.02999999999999936,0,正常
2024-01-03 04:20:00,1,0.07200000000000006,0,正常
2024-01-03 04:30:00,1,0.0,0,正常
2024-01-03 04:40:00,1,0.26400000000000023,0,正常
2024-01-03 04:50:00,1,0.017999999999998018,0,正常
2024-01-03 05:00:00,1,0.0840000000000014,0,正常
2024-01-03 05:10:00,1,0.30600000000000094,0,正常
2024-01-03 05:20:00,1,0.08999999999999808,0,正常
2024-01-03 05:30:00,1,0.11400000000000077,0,正常
2024-01-03 05:40:00,1,0.005999999999999339,0,正常
2024-01-03 05:50:00,1,0.030000000000002025,0,正常
2024-01-03 06:00:00,1,0.02999999999999936,0,正常
2024-01-03 06:10:00,1,0.08999999999999808,0,正常
2024-01-03 06:20:00,1,0.1200000000000001,0,正常
2024-01-03 06:30:00,1,0.10800000000000143,0,正常
2024-01-03 06:40:00,1,0.10199999999999942,0,正常
2024-01-03 06:50:00,1,0.005999999999999339,0,正常
2024-01-03 07:00:00,1,0.2220000000000022,0,正常
2024-01-03 07:10:00,1,0.3119999999999976,0,正常
2024-01-03 07:20:00,1,0.018000000000000682,0,正常
2024-01-03 07:30:00,1,0.34199999999999964,0,正常
2024-01-03 07:40:00,1,0.012000000000001343,0,正常
2024-01-03 07:50:00,1,0.2699999999999996,0,正常
2024-01-03 08:00:00,1,0.08399999999999874,0,正常
2024-01-03 08:10:00,1,0.13200000000000145,0,正常
2024-01-03 08:20:00,1,0.018000000000000682,0,正常
2024-01-03 08:30:00,1,0.05399999999999938,0,正常
2024-01-03 08:40:00,1,0.07200000000000006,0,正常
2024-01-03 08:50:00,1,0.10199999999999942,0,正常
2024-01-03 09:00:00,1,0.24599999999999955,0,正常
2024-01-03 09:10:00,1,0.02999999999999936,0,正常
2024-01-03 09:20:00,1,0.012000000000001343,0,正常
2024-01-03 09:30:00,1,0.20399999999999885,0,正常
2024-01-03 09:40:00,1,0.15000000000000213,0,正常
2024-01-03 09:50:00,1,0.22799999999999887,0,正常
2024-01-03 10:00:00,1,0.0,0,正常
2024-01-03 10:10:00,1,0.09600000000000009,0,正常
2024-01-03 10:20:00,1,0.0,0,正常
2024-01-03 10:30:00,1,0.02999999999999936,0,正常
2024-01-03 10:40:00,1,0.12599999999999945,0,正常
2024-01-03 10:50:00,1,0.0,0,正常
2024-01-03 11:00:00,1,0.054000000000002046,0,正常
2024-01-03 11:10:00,1,0.036000000000001364,0,正常
2024-01-03 11:20:00,1,0.011999999999998678,0,正常
2024-01-03 11:30:00,1,0.0719999999999974,0,正常
2024-01-03 11:40:00,1,0.036000000000001364,0,正常
2024-01-03 11:50:00,1,0.04800000000000004,0,正常
2024-01-03 12:00:00,1,0.04199999999999804,0,正常
2024-01-03 12:10:00,1,0.17400000000000482,0,正常
2024-01-03 12:20:00,1,0.017999999999995353,0,正常
2024-01-03 12:30:00,1,0.024000000000002686,0,正常
2024-01-03 12:40:00,1,0.0,0,正常
2024-01-03 12:50:00,1,0.0779999999999994,0,正常
2024-01-03 13:00:00,1,0.04800000000000004,0,正常
2024-01-03 13:10:00,1,0.054000000000002046,0,正常
2024-01-03 13:20:00,1,0.10199999999999676,0,正常
2024-01-03 13:30:00,1,0.036000000000001364,0,正常
2024-01-03 13:40:00,1,0.054000000000002046,0,正常
2024-01-03 13:50:00,1,0.005999999999996675,0,正常
2024-01-03 14:00:00,1,0.006000000000002004,0,正常
2024-01-03 14:10:00,1,0.0,0,正常
2024-01-03 14:20:00,1,0.05399999999999672,0,正常
2024-01-03 14:30:00,1,0.07800000000000473,0,正常
2024-01-03 14:40:00,1,0.11399999999999544,0,正常
2024-01-03 14:50:00,1,0.12000000000000277,0,正常
2024-01-03 15:00:00,1,0.05999999999999872,0,正常
2024-01-03 15:10:00,1,0.011999999999998678,0,正常
2024-01-03 15:20:00,1,0.1620000000000008,0,正常
2024-01-03 15:30:00,1,0.018000000000000682,0,正常
2024-01-03 15:40:00,1,0.011999999999998678,0,正常
2024-01-03 15:50:00,1,-0.011999999999998678,0,正常
2024-01-03 16:00:00,1,0.011999999999998678,0,正常
2024-01-03 16:10:00,1,0.012000000000004007,0,正常
2024-01-03 16:20:00,1,0.005999999999996675,0,正常
2024-01-03 16:30:00,1,0.14400000000000013,0,正常
2024-01-03 16:40:00,1,0.054000000000002046,0,正常
2024-01-03 16:50:00,1,0.0719999999999974,0,正常
2024-01-03 17:00:00,1,0.6240000000000006,0,正常
2024-01-03 17:10:00,1,0.24600000000000222,0,正常
2024-01-03 17:20:00,1,0.0840000000000014,0,正常
2024-01-03 17:30:00,1,0.023999999999997357,0,正常
2024-01-03 17:40:00,1,0.006000000000002004,0,正常
2024-01-03 17:50:00,1,0.13799999999999812,0,正常
2024-01-03 18:00:00,1,0.02999999999999936,0,正常
2024-01-03 18:10:00,1,0.04199999999999804,0,正常
2024-01-03 18:20:00,1,0.07800000000000473,0,正常
2024-01-03 18:30:00,1,0.12599999999999945,0,正常
2024-01-03 18:40:00,1,0.06600000000000072,0,正常
2024-01-03 18:50:00,1,0.22199999999999953,0,正常
2024-01-03 19:00:00,1,0.035999999999996035,0,正常
2024-01-03 19:10:00,1,0.036000000000001364,0,正常
2024-01-03 19:20:00,1,0.018000000000000682,0,正常
2024-01-03 19:30:00,1,0.054000000000002046,0,正常
2024-01-03 19:40:00,1,0.04199999999999804,0,正常
2024-01-03 19:50:00,1,0.16799999999999748,0,正常
2024-01-03 20:00:00,1,0.024000000000002686,0,正常
2024-01-03 20:10:00,1,0.02999999999999936,0,正常
2024-01-03 20:20:00,1,0.024000000000002686,0,正常
2024-01-03 20:30:00,1,0.035999999999996035,0,正常
2024-01-03 20:40:00,1,0.2400000000000002,0,正常
2024-01-03 20:50:00,1,0.024000000000002686,0,正常
2024-01-03 21:00:00,1,0.13199999999999612,0,正常
2024-01-03 21:10:00,1,0.09600000000000009,0,正常
2024-01-03 21:20:00,1,0.018000000000000682,0,正常
2024-01-03 21:30:00,1,0.10800000000000409,0,正常
2024-01-03 21:40:00,1,0.10799999999999876,0,正常
2024-01-03 21:50:00,1,0.0,0,正常
2024-01-03 22:00:00,1,0.2760000000000016,0,正常
2024-01-03 22:10:00,1,0.005999999999996675,0,正常
2024-01-03 22:20:00,1,0.3179999999999996,0,正常
2024-01-03 22:30:00,1,0.04800000000000004,0,正常
2024-01-03 22:40:00,1,0.2699999999999996,0,正常
2024-01-03 22:50:00,1,0.10200000000000209,0,正常
2024-01-03 23:00:00,1,0.08999999999999808,0,正常
2024-01-03 23:10:00,1,0.036000000000001364,0,正常
2024-01-03 23:20:00,1,0.10200000000000209,0,正常
2024-01-03 23:30:00,1,0.011999999999998678,0,正常
2024-01-03 23:40:00,1,0.023999999999997357,0,正常
2024-01-03 23:50:00,1,0.006000000000002004,0,正常
2024-01-04 00:00:00,1,0.21599999999999753,0,正常
2024-01-04 00:10:00,1,0.1620000000000008,0,正常
2024-01-04 00:20:00,1,0.036000000000001364,0,正常
2024-01-04 00:30:00,1,0.07200000000000273,0,正常
2024-01-04 00:40:00,1,0.26399999999999757,0,正常
2024-01-04 00:50:00,1,0.054000000000002046,0,正常
2024-01-04 01:00:00,1,0.017999999999995353,0,正常
2024-01-04 01:10:00,1,0.37200000000000166,0,正常
2024-01-04 01:20:00,1,0.11400000000000077,0,正常
2024-01-04 01:30:00,1,0.11400000000000077,0,正常
2024-01-04 01:40:00,1,0.05399999999999672,0,正常
2024-01-04 01:50:00,1,0.036000000000001364,0,正常
2024-01-04 02:00:00,1,0.0,0,正常
2024-01-04 02:10:00,1,0.036000000000001364,0,正常
2024-01-04 02:20:00,1,0.04199999999999804,0,正常
2024-01-04 02:30:00,1,0.09600000000000009,0,正常
2024-01-04 02:40:00,1,0.02999999999999936,0,正常
2024-01-04 02:50:00,1,0.24600000000000222,0,正常
2024-01-04 03:00:00,1,0.10200000000000209,0,正常
2024-01-04 03:10:00,1,0.0,0,正常
2024-01-04 03:20:00,1,0.10199999999999676,0,正常
2024-01-04 03:30:00,1,0.09600000000000009,0,正常
2024-01-04 03:40:00,1,0.06600000000000072,0,正常
2024-01-04 03:50:00,1,0.06600000000000072,0,正常
2024-01-04 04:00:00,1,0.0719999999999974,0,正常
2024-01-04 04:10:00,1,0.12600000000000477,0,正常
2024-01-04 04:20:00,1,0.0,0,正常
2024-01-04 04:30:00,1,0.16799999999999748,0,正常
2024-01-04 04:40:00,1,0.0840000000000014,0,正常
2024-01-04 04:50:00,1,0.10199999999999676,0,正常
2024-01-04 05:00:00,1,0.04200000000000337,0,正常
2024-01-04 05:10:00,1,0.005999999999996675,0,正常
2024-01-04 05:20:00,1,0.06000000000000405,0,正常
2024-01-04 05:30:00,1,0.05399999999999672,0,正常
2024-01-04 05:40:00,1,0.0,0,正常
2024-01-04 05:50:00,1,0.2699999999999996,0,正常
2024-01-04 06:00:00,1,0.012000000000004007,0,正常
2024-01-04 06:10:00,1,0.12599999999999945,0,正常
2024-01-04 06:20:00,1,0.0659999999999954,0,正常
2024-01-04 06:30:00,1,0.018000000000000682,0,正常
2024-01-04 06:40:00,1,0.12000000000000277,0,正常
2024-01-04 06:50:00,1,0.16799999999999748,0,正常
2024-01-04 07:00:00,1,0.06600000000000072,0,正常
2024-01-04 07:10:00,1,0.024000000000002686,0,正常
2024-01-04 07:20:00,1,0.0,0,正常
2024-01-04 07:30:00,1,0.018000000000000682,0,正常
2024-01-04 07:40:00,1,0.0659999999999954,0,正常
2024-01-04 07:50:00,1,0.036000000000001364,0,正常
2024-01-04 08:00:00,1,0.05999999999999872,0,正常
2024-01-04 08:10:00,1,0.0,0,正常
2024-01-04 08:20:00,1,0.12600000000000477,0,正常
2024-01-04 08:30:00,1,0.26399999999999757,0,正常
2024-01-04 08:40:00,1,0.0719999999999974,0,正常
2024-01-04 08:50:00,1,0.17400000000000482,0,正常
2024-01-04 09:00:00,1,0.10799999999999876,0,正常
2024-01-04 09:10:00,1,0.018000000000000682,0,正常
2024-01-04 09:20:00,1,0.0,0,正常
2024-01-04 09:30:00,1,0.02999999999999936,0,正常
2024-01-04 09:40:00,1,0.10199999999999676,0,正常
2024-01-04 09:50:00,1,0.1620000000000008,0,正常
2024-01-04 10:00:00,1,0.05999999999999872,0,正常
2024-01-04 10:10:00,1,0.07200000000000273,0,正常
2024-01-04 10:20:00,1,0.0840000000000014,0,正常
2024-01-04 10:30:00,1,0.018000000000000682,0,正常
2024-01-04 10:40:00,1,0.20999999999999552,0,正常
2024-01-04 10:50:00,1,0.10200000000000209,0,正常
2024-01-04 11:00:00,1,0.1739999999999995,0,正常
2024-01-04 11:10:00,1,0.09600000000000009,0,正常
2024-01-04 11:20:00,1,0.018000000000000682,0,正常
2024-01-04 11:30:00,1,0.0840000000000014,0,正常
2024-01-04 11:40:00,1,0.05999999999999872,0,正常
2024-01-04 11:50:00,1,0.29999999999999893,0,正常
2024-01-04 12:00:00,1,0.0,0,正常
2024-01-04 12:10:00,1,0.04800000000000004,0,正常
2024-01-04 12:20:00,1,0.024000000000002686,0,正常
2024-01-04 12:30:00,1,0.0659999999999954,0,正常
2024-01-04 12:40:00,1,0.018000000000000682,0,正常
2024-01-04 12:50:00,1,0.006000000000002004,0,正常
2024-01-04 13:00:00,1,0.0779999999999994,0,正常
2024-01-04 13:10:00,1,0.19800000000000217,0,正常
2024-01-04 13:20:00,1,0.04800000000000004,0,正常
2024-01-04 13:30:00,1,0.04199999999999804,0,正常
2024-01-04 13:40:00,1,0.02999999999999936,0,正常
2024-01-04 13:50:00,1,0.02999999999999936,0,正常
2024-01-04 14:00:00,1,0.15600000000000414,0,正常
2024-01-04 14:10:00,1,0.005999999999996675,0,正常
2024-01-04 14:20:00,1,0.09600000000000009,0,正常
2024-01-04 14:30:00,1,0.0,0,正常
2024-01-04 14:40:00,1,0.12000000000000277,0,正常
2024-01-04 14:50:00,1,0.1499999999999968,0,正常
2024-01-04 15:00:00,1,0.018000000000000682,0,正常
2024-01-04 15:10:00,1,0.19800000000000217,0,正常
2024-01-04 15:20:00,1,0.005999999999996675,0,正常
2024-01-04 15:30:00,1,0.0779999999999994,0,正常
2024-01-04 15:40:00,1,0.0840000000000014,0,正常
2024-01-04 15:50:00,1,0.02999999999999936,0,正常
2024-01-04 16:00:00,1,0.38400000000000034,0,正常
2024-01-04 16:10:00,1,0.13200000000000145,0,正常
2024-01-04 16:20:00,1,0.04800000000000004,0,正常
2024-01-04 16:30:00,1,0.036000000000001364,0,正常
2024-01-04 16:40:00,1,0.02999999999999936,0,正常
2024-01-04 16:50:00,1,0.0,0,正常
2024-01-04 17:00:00,1,0.10799999999999876,0,正常
2024-01-04 17:10:00,1,0.024000000000002686,0,正常
2024-01-04 17:20:00,1,0.43799999999999706,0,正常
2024-01-04 17:30:00,1,0.006000000000002004,0,正常
2024-01-04 17:40:00,1,0.035999999999996035,0,正常
2024-01-04 17:50:00,1,0.04200000000000337,0,正常
2024-01-04 18:00:00,1,0.2339999999999982,0,正常
2024-01-04 18:10:00,1,0.02999999999999936,0,正常
2024-01-04 18:20:00,1,0.15000000000000213,0,正常
2024-01-04 18:30:00,1,0.0,0,正常
2024-01-04 18:40:00,1,0.12599999999999945,0,正常
2024-01-04 18:50:00,1,0.2699999999999996,0,正常
2024-01-04 19:00:00,1,0.036000000000001364,0,正常
2024-01-04 19:10:00,1,0.04800000000000004,0,正常
2024-01-04 19:20:00,1,0.2699999999999996,0,正常
2024-01-04 19:30:00,1,0.011999999999998678,0,正常
2024-01-04 19:40:00,1,0.45600000000000307,0,正常
2024-01-04 19:50:00,1,0.05399999999999672,0,正常
2024-01-04 20:00:00,1,0.06600000000000072,0,正常
2024-01-04 20:10:00,1,0.011999999999998678,0,正常
2024-01-04 20:20:00,1,0.13800000000000345,0,正常
2024-01-04 20:30:00,1,0.017999999999995353,0,正常
2024-01-04 20:40:00,1,0.006000000000002004,0,正常
2024-01-04 20:50:00,1,0.29999999999999893,0,正常
2024-01-04 21:00:00,1,0.3360000000000003,0,正常
2024-01-04 21:10:00,1,0.2580000000000009,0,正常
2024-01-04 21:20:00,1,0.2640000000000029,0,正常
2024-01-04 21:30:00,1,0.04800000000000004,0,正常
2024-01-04 21:40:00,1,0.02999999999999936,0,正常
2024-01-04 21:50:00,1,0.21599999999999753,0,正常
2024-01-04 22:00:00,1,0.06600000000000072,0,正常
2024-01-04 22:10:00,1,0.11999999999999744,0,正常
2024-01-04 22:20:00,1,0.006000000000002004,0,正常
2024-01-04 22:30:00,1,0.4919999999999991,0,正常
2024-01-04 22:40:00,1,0.395999999999999,0,正常
2024-01-04 22:50:00,1,0.37800000000000367,0,正常
2024-01-04 23:00:00,1,0.3239999999999963,0,正常
2024-01-04 23:10:00,1,0.4320000000000004,0,正常
2024-01-04 23:20:00,1,0.14400000000000013,0,正常
2024-01-04 23:30:00,1,0.04200000000000337,0,正常
2024-01-04 23:40:00,1,0.14400000000000013,0,正常
2024-01-04 23:50:00,1,0.14400000000000013,0,正常
2024-01-05 00:00:00,1,0.0,0,正常
2024-01-05 00:10:00,1,0.018000000000000682,0,正常
2024-01-05 00:20:00,1,0.7799999999999994,0,正常
2024-01-05 00:30:00,1,0.023999999999997357,0,正常
2024-01-05 00:40:00,1,0.05999999999999872,0,正常
2024-01-05 00:50:00,1,0.39000000000000234,0,正常
2024-01-05 01:00:00,1,0.006000000000002004,0,正常
2024-01-05 01:10:00,1,0.0659999999999954,0,正常
2024-01-05 01:20:00,1,0.11400000000000077,0,正常
2024-01-05 01:30:00,1,0.024000000000002686,0,正常
2024-01-05 01:40:00,1,0.023999999999997357,0,正常
