时间,数据A_光纤位移计数据_mm,数据B_振弦式位移计数据_mm,问题1_建模样本标记,问题1_非初始零值异常标记,问题1_A校正后_mm,问题1_校正前残差_A减B_mm,问题1_校正后残差_校正A减B_mm,问题1_校正前绝对误差_mm,问题1_校正后绝对误差_mm
2024-01-01 13:40,3.522,2.722,True,False,2.572476415149156,0.7999999999999998,-0.14952358485084405,0.7999999999999998,0.14952358485084405
2024-01-01 13:50,3.585,2.79,True,False,2.6280275268268882,0.7949999999999999,-0.1619724731731118,0.7949999999999999,0.1619724731731118
2024-01-01 14:00,3.844,2.789,True,False,2.856404319279787,1.0549999999999997,0.06740431927978685,1.0549999999999997,0.06740431927978685
2024-01-01 14:10,4.012,2.835,True,False,3.0045406170870725,1.1769999999999996,0.16954061708707258,1.1769999999999996,0.16954061708707258
2024-01-01 14:20,3.884,2.876,True,False,2.8916748663767597,1.008,0.015674866376759855,1.008,0.015674866376759855
2024-01-01 14:30,3.849,2.912,True,False,2.860813137666909,0.9370000000000003,-0.05118686233309111,0.9370000000000003,0.05118686233309111
2024-01-01 14:40,3.938,2.964,True,False,2.9392901049576734,0.9740000000000002,-0.02470989504232657,0.9740000000000002,0.02470989504232657
2024-01-01 14:50,4.029,3.03,True,False,3.019530599603286,0.9990000000000001,-0.010469400396713624,0.9990000000000001,0.010469400396713624
2024-01-01 15:00,3.896,2.968,True,False,2.9022560305058516,0.9279999999999999,-0.0657439694941484,0.9279999999999999,0.0657439694941484
2024-01-01 15:10,4.273,3.067,True,False,3.2346809368948204,1.2059999999999995,0.16768093689482022,1.2059999999999995,0.16768093689482022
2024-01-01 15:20,4.139,3.087,True,False,3.1165246041199617,1.052,0.029524604119961495,1.052,0.029524604119961495
2024-01-01 15:30,4.038,3.088,True,False,3.0274664727001057,0.9500000000000002,-0.06053352729989436,0.9500000000000002,0.06053352729989436
2024-01-01 15:40,4.346,3.119,True,False,3.299049685346796,1.2269999999999999,0.18004968534679566,1.2269999999999999,0.18004968534679566
2024-01-01 15:50,4.297,3.195,True,False,3.255843265153004,1.1019999999999999,0.0608432651530042,1.1019999999999999,0.0608432651530042
2024-01-01 16:00,4.206,3.169,True,False,3.1756027705073913,1.0370000000000004,0.00660277050739122,1.0370000000000004,0.00660277050739122
2024-01-01 16:10,4.249,3.238,True,False,3.2135186086366367,1.0109999999999997,-0.024481391363363247,1.0109999999999997,0.024481391363363247
2024-01-01 16:20,4.501,3.289,True,False,3.435723055347566,1.2120000000000002,0.1467230553475658,1.2120000000000002,0.1467230553475658
2024-01-01 16:30,4.351,3.274,True,False,3.3034585037339177,1.077,0.029458503733917674,1.077,0.029458503733917674
2024-01-01 16:40,0.0,0.0,False,True,-0.5330952567392996,0.0,-0.5330952567392996,0.0,0.5330952567392996
2024-01-01 16:50,4.215,3.366,True,False,3.18353864360421,0.8489999999999998,-0.1824613563957902,0.8489999999999998,0.1824613563957902
2024-01-01 17:00,4.754,3.409,True,False,3.6588092657359184,1.3449999999999998,0.24980926573591855,1.3449999999999998,0.24980926573591855
2024-01-01 17:10,15.744,6.834,True,False,13.349392080629197,8.91,6.515392080629198,8.91,6.515392080629198
2024-01-01 17:20,0.0,1.937,False,True,-0.5330952567392996,-1.937,-2.4700952567392997,1.937,2.4700952567392997
2024-01-01 17:30,4.469,3.512,True,False,3.4075066176699877,0.9570000000000003,-0.10449338233001226,0.9570000000000003,0.10449338233001226
2024-01-01 17:40,4.431,3.527,True,False,3.373999597927863,0.9039999999999999,-0.15300040207213694,0.9039999999999999,0.15300040207213694
2024-01-01 17:50,4.725,3.59,True,False,3.6332381190906133,1.1349999999999998,0.04323811909061348,1.1349999999999998,0.04323811909061348
2024-01-01 18:00,4.857,3.612,True,False,3.7496309245106234,1.245,0.1376309245106233,1.245,0.1376309245106233
2024-01-01 18:10,4.836,3.646,True,False,3.731113887284713,1.1900000000000004,0.08511388728471303,1.1900000000000004,0.08511388728471303
2024-01-01 18:20,4.312,3.577,True,False,3.2690697203143695,0.7350000000000003,-0.30793027968563047,0.7350000000000003,0.30793027968563047
2024-01-01 18:30,4.679,3.651,True,False,3.592676989929095,1.0280000000000005,-0.05832301007090468,1.0280000000000005,0.05832301007090468
2024-01-01 18:40,4.945,3.767,True,False,3.8272261281239643,1.1780000000000004,0.06022612812396444,1.1780000000000004,0.06022612812396444
2024-01-01 18:50,4.879,3.742,True,False,3.769029725413958,1.1369999999999996,0.027029725413957983,1.1369999999999996,0.027029725413957983
2024-01-01 19:00,0.0,0.0,False,True,-0.5330952567392996,0.0,-0.5330952567392996,0.0,0.5330952567392996
2024-01-01 19:10,5.112,3.854,True,False,3.974480662253825,1.258,0.12048066225382481,1.258,0.12048066225382481
2024-01-01 19:20,16.708,7.365,True,False,14.19941226566624,9.342999999999998,6.83441226566624,9.342999999999998,6.83441226566624
2024-01-01 19:30,4.605,3.868,True,False,3.527426477799695,0.7370000000000005,-0.3405735222003048,0.7370000000000005,0.3405735222003048
2024-01-01 19:40,5.488,3.981,True,False,4.30602380496537,1.5070000000000006,0.32502380496536976,1.5070000000000006,0.32502380496536976
2024-01-01 19:50,5.248,3.999,True,False,4.094400522383533,1.249,0.09540052238353303,1.249,0.09540052238353303
2024-01-01 20:00,5.315,4.015,True,False,4.153478688770963,1.3000000000000007,0.13847868877096303,1.3000000000000007,0.13847868877096303
2024-01-01 20:10,5.088,4.041,True,False,3.9533183339956413,1.0469999999999997,-0.08768166600435912,1.0469999999999997,0.08768166600435912
2024-01-01 20:20,16.61,7.426,True,False,14.112999425278657,9.184,6.686999425278657,9.184,6.686999425278657
2024-01-01 20:30,5.365,4.096,True,False,4.197566872642178,1.2690000000000001,0.10156687264217812,1.2690000000000001,0.10156687264217812
2024-01-01 20:40,4.947,4.104,True,False,3.8289896554788125,0.843,-0.27501034452118756,0.843,0.27501034452118756
2024-01-01 20:50,5.596,4.213,True,False,4.401254282127196,1.383,0.18825428212719597,1.383,0.18825428212719597
2024-01-01 21:00,0.0,0.0,False,True,-0.5330952567392996,0.0,-0.5330952567392996,0.0,0.5330952567392996
2024-01-01 21:10,0.0,0.4,False,True,-0.5330952567392996,-0.4,-0.9330952567392996,0.4,0.9330952567392996
2024-01-01 21:20,5.201,4.224,True,False,4.052957629544589,0.9769999999999994,-0.17104237045541115,0.9769999999999994,0.17104237045541115
2024-01-01 21:30,5.403,4.307,True,False,4.231073892384302,1.0959999999999992,-0.07592610761569851,1.0959999999999992,0.07592610761569851
2024-01-01 21:40,5.72,4.352,True,False,4.510592978127812,1.3679999999999994,0.15859297812781126,1.3679999999999994,0.15859297812781126
2024-01-01 21:50,6.229,4.414,True,False,4.9594106899367905,1.8150000000000004,0.5454106899367908,1.8150000000000004,0.5454106899367908
2024-01-01 22:00,5.662,4.379,True,False,4.4594506848372015,1.2830000000000004,0.08045068483720197,1.2830000000000004,0.08045068483720197
2024-01-01 22:10,5.318,4.368,True,False,4.156123979803235,0.9499999999999993,-0.21187602019676532,0.9499999999999993,0.21187602019676532
2024-01-01 22:20,5.772,4.479,True,False,4.556444689353877,1.2930000000000001,0.07744468935387694,1.2930000000000001,0.07744468935387694
2024-01-01 22:30,5.432,4.438,True,False,4.256645039029608,0.9940000000000007,-0.18135496097039194,0.9940000000000007,0.18135496097039194
2024-01-01 22:40,13.325,6.849,True,False,11.216405744939767,6.475999999999999,4.3674057449397665,6.475999999999999,4.3674057449397665
2024-01-01 22:50,5.994,4.598,True,False,4.752196225742075,1.396,0.15419622574207548,1.396,0.15419622574207548
2024-01-01 23:00,5.795,4.583,True,False,4.576725253934636,1.2119999999999997,-0.006274746065364489,1.2119999999999997,0.006274746065364489
2024-01-01 23:10,16.974,7.958,True,False,14.433961403861112,9.016,6.4759614038611115,9.016,6.4759614038611115
2024-01-01 23:20,5.885,4.678,True,False,4.656083984902825,1.2069999999999999,-0.021916015097175112,1.2069999999999999,0.021916015097175112
2024-01-01 23:30,5.629,4.639,True,False,4.430352483482198,0.9899999999999993,-0.2086475165178019,0.9899999999999993,0.2086475165178019
2024-01-01 23:40,5.557,4.645,True,False,4.366865498707648,0.9120000000000008,-0.2781345012923513,0.9120000000000008,0.2781345012923513
2024-01-01 23:50,0.0,0.864,False,True,-0.5330952567392996,-0.864,-1.3970952567392996,0.864,1.3970952567392996
2024-01-02 00:00,6.006,4.781,True,False,4.762777389871167,1.2250000000000005,-0.018222610128832528,1.2250000000000005,0.018222610128832528
2024-01-02 00:10,6.142,4.827,True,False,4.882697250000875,1.3150000000000004,0.05569725000087544,1.3150000000000004,0.05569725000087544
2024-01-02 00:20,6.254,4.898,True,False,4.981454781872398,1.3559999999999999,0.08345478187239852,1.3559999999999999,0.08345478187239852
2024-01-02 00:30,6.104,4.877,True,False,4.849190230258751,1.2270000000000003,-0.027809769741248935,1.2270000000000003,0.027809769741248935
2024-01-02 00:40,6.029,4.921,True,False,4.783057954451927,1.1079999999999997,-0.13794204554807354,1.1079999999999997,0.13794204554807354
2024-01-02 00:50,6.084,4.963,True,False,4.8315549567102645,1.1209999999999996,-0.1314450432897356,1.1209999999999996,0.1314450432897356
2024-01-02 01:00,0.0,2.028,False,True,-0.5330952567392996,-2.028,-2.5610952567392995,2.028,2.5610952567392995
2024-01-02 01:10,6.173,5.03,True,False,4.910031924001029,1.1429999999999998,-0.11996807599897163,1.1429999999999998,0.11996807599897163
2024-01-02 01:20,6.368,5.07,True,False,5.081975841098772,1.298,0.011975841098771589,1.298,0.011975841098771589
2024-01-02 01:30,0.287,3.303,True,False,-0.2800290813185197,-3.016,-3.5830290813185197,3.016,3.5830290813185197
2024-01-02 01:40,6.329,5.117,True,False,5.047587057679222,1.2119999999999997,-0.06941294232077766,1.2119999999999997,0.06941294232077766
2024-01-02 01:50,6.519,5.195,True,False,5.215122156389843,1.3239999999999998,0.02012215638984305,1.3239999999999998,0.02012215638984305
2024-01-02 02:00,20.23,9.365,True,False,17.304983937554695,10.865,7.939983937554695,10.865,7.939983937554695
2024-01-02 02:10,6.287,5.206,True,False,5.010552983227401,1.0809999999999995,-0.195447016772599,1.0809999999999995,0.195447016772599
2024-01-02 02:20,6.453,5.245,True,False,5.156925753679839,1.2080000000000002,-0.08807424632016136,1.2080000000000002,0.08807424632016136
2024-01-02 02:30,6.563,5.29,True,False,5.253919758196513,1.2729999999999997,-0.03608024180348668,1.2729999999999997,0.03608024180348668
2024-01-02 02:40,6.645,5.344,True,False,5.326224379745308,1.3009999999999993,-0.01777562025469237,1.3009999999999993,0.01777562025469237
2024-01-02 02:50,6.865,5.429,True,False,5.520212388778659,1.436,0.09121238877865867,1.436,0.09121238877865867
2024-01-02 03:00,6.949,5.396,True,False,5.594280537682301,1.553,0.19828053768230092,1.553,0.19828053768230092
2024-01-02 03:10,6.542,5.425,True,False,5.235402720970603,1.117,-0.18959727902939694,1.117,0.18959727902939694
2024-01-02 03:20,6.689,5.467,True,False,5.365021981551978,1.2220000000000004,-0.10197801844802168,1.2220000000000004,0.10197801844802168
2024-01-02 03:30,6.86,5.481,True,False,5.515803570391537,1.3790000000000004,0.03480357039153681,1.3790000000000004,0.03480357039153681
2024-01-02 03:40,6.879,5.517,True,False,5.532557080262598,1.3619999999999992,0.015557080262597722,1.3619999999999992,0.015557080262597722
2024-01-02 03:50,6.733,5.542,True,False,5.403819583358648,1.1909999999999998,-0.13818041664135183,1.1909999999999998,0.13818041664135183
2024-01-02 04:00,7.137,5.611,True,False,5.760052109038073,1.5259999999999998,0.14905210903807298,1.5259999999999998,0.14905210903807298
2024-01-02 04:10,6.924,5.612,True,False,5.572236445746694,1.3120000000000003,-0.03976355425330613,1.3120000000000003,0.03976355425330613
2024-01-02 04:20,7.211,5.69,True,False,5.825302621167474,1.521,0.13530262116747327,1.521,0.13530262116747327
2024-01-02 04:30,7.033,5.684,True,False,5.6683486865859445,1.3490000000000002,-0.01565131341405568,1.3490000000000002,0.01565131341405568
2024-01-02 04:40,0.0,2.761,False,True,-0.5330952567392996,-2.761,-3.2940952567392996,2.761,3.2940952567392996
2024-01-02 04:50,0.0,3.243,False,True,-0.5330952567392996,-3.243,-3.7760952567392994,3.243,3.7760952567392994
2024-01-02 05:00,7.342,5.811,True,False,5.940813662910059,1.5309999999999997,0.1298136629100588,1.5309999999999997,0.1298136629100588
2024-01-02 05:10,7.166,5.858,True,False,5.7856232556833795,1.3080000000000007,-0.07237674431662011,1.3080000000000007,0.07237674431662011
2024-01-02 05:20,0.0,3.681,False,True,-0.5330952567392996,-3.681,-4.2140952567392995,3.681,4.2140952567392995
2024-01-02 05:30,7.315,5.879,True,False,5.917006043619603,1.4360000000000008,0.03800604361960325,1.4360000000000008,0.03800604361960325
2024-01-02 05:40,15.2,8.282,True,False,12.869712640110366,6.917999999999999,4.587712640110366,6.917999999999999,4.587712640110366
2024-01-02 05:50,7.32,5.942,True,False,5.921414862006724,1.3780000000000001,-0.020585137993275993,1.3780000000000001,0.020585137993275993
2024-01-02 06:00,7.313,6.022,True,False,5.915242516264754,1.2909999999999995,-0.10675748373524652,1.2909999999999995,0.10675748373524652
2024-01-02 06:10,7.481,6.044,True,False,6.063378814072039,1.4370000000000003,0.019378814072039674,1.4370000000000003,0.019378814072039674
2024-01-02 06:20,7.358,6.043,True,False,5.954921881748848,1.3149999999999995,-0.0880781182511523,1.3149999999999995,0.0880781182511523
2024-01-02 06:30,7.49,6.095,True,False,6.071314687168859,1.3950000000000005,-0.023685312831140948,1.3950000000000005,0.023685312831140948
2024-01-02 06:40,7.555,6.115,True,False,6.128629326201439,1.4399999999999995,0.013629326201439085,1.4399999999999995,0.013629326201439085
2024-01-02 06:50,0.0,2.327,False,True,-0.5330952567392996,-2.327,-2.8600952567392994,2.327,2.8600952567392994
2024-01-02 07:00,7.351,6.189,True,False,5.948749536006878,1.162,-0.24025046399312178,1.162,0.24025046399312178
2024-01-02 07:10,7.25,6.17,True,False,5.859691404587021,1.08,-0.3103085954129785,1.08,0.3103085954129785
2024-01-02 07:20,7.546,6.252,True,False,6.120693453104621,1.2940000000000005,-0.13130654689537913,1.2940000000000005,0.13130654689537913
2024-01-02 07:30,7.318,6.235,True,False,5.919651334651875,1.0829999999999993,-0.3153486653481252,1.0829999999999993,0.3153486653481252
2024-01-02 07:40,7.972,6.339,True,False,6.496324779687381,1.633,0.15732477968738046,1.633,0.15732477968738046
2024-01-02 07:50,14.737,8.341,True,False,12.461456057462907,6.396000000000001,4.120456057462908,6.396000000000001,4.120456057462908
2024-01-02 08:00,0.0,3.012,False,True,-0.5330952567392996,-3.012,-3.5450952567392995,3.012,3.5450952567392995
2024-01-02 08:10,7.839,6.466,True,False,6.379050210589947,1.3730000000000002,-0.08694978941005349,1.3730000000000002,0.08694978941005349
2024-01-02 08:20,22.094,10.734,True,False,18.94859143227363,11.360000000000001,8.21459143227363,11.360000000000001,8.21459143227363
2024-01-02 08:30,18.125,9.516,True,False,15.448871396576504,8.609,5.932871396576504,8.609,5.932871396576504
2024-01-02 08:40,8.292,6.601,True,False,6.778489156463163,1.6909999999999998,0.17748915646316288,1.6909999999999998,0.17748915646316288
2024-01-02 08:50,7.825,6.531,True,False,6.366705519106006,1.2940000000000005,-0.1642944808939939,1.2940000000000005,0.1642944808939939
2024-01-02 09:00,8.449,6.666,True,False,6.916926053818782,1.7829999999999995,0.2509260538187812,1.7829999999999995,0.2509260538187812
2024-01-02 09:10,15.007,8.716,True,False,12.699532250367472,6.291,3.983532250367473,6.291,3.983532250367473
2024-01-02 09:20,8.505,6.688,True,False,6.966304819754544,1.817000000000001,0.2783048197545446,1.817000000000001,0.2783048197545446
2024-01-02 09:30,8.215,6.701,True,False,6.7105933533014905,1.5140000000000002,0.009593353301490914,1.5140000000000002,0.009593353301490914
2024-01-02 09:40,8.344,6.757,True,False,6.824340867689227,1.5869999999999997,0.06734086768922776,1.5869999999999997,0.06734086768922776
2024-01-02 09:50,8.51,6.787,True,False,6.970713638141665,1.7229999999999999,0.18371363814166486,1.7229999999999999,0.18371363814166486
2024-01-02 10:00,8.303,6.809,True,False,6.7881885569148315,1.4940000000000007,-0.02081144308516869,1.4940000000000007,0.02081144308516869
2024-01-02 10:10,8.224,6.794,True,False,6.71852922639831,1.4300000000000006,-0.07547077360168952,1.4300000000000006,0.07547077360168952
2024-01-02 10:20,0.0,3.648,False,True,-0.5330952567392996,-3.648,-4.1810952567393,3.648,4.1810952567393
2024-01-02 10:30,8.377,6.877,True,False,6.8534390690442315,1.5000000000000009,-0.023560930955768278,1.5000000000000009,0.023560930955768278
2024-01-02 10:40,8.164,6.902,True,False,6.66562340575285,1.2619999999999996,-0.23637659424715007,1.2619999999999996,0.23637659424715007
2024-01-02 10:50,8.277,6.943,True,False,6.765262701301798,1.3339999999999996,-0.17773729869820176,1.3339999999999996,0.17773729869820176
2024-01-02 11:00,8.131,6.993,True,False,6.636525204397848,1.138,-0.35647479560215256,1.138,0.35647479560215256
2024-01-02 11:10,8.642,7.06,True,False,7.087106443561675,1.5819999999999999,0.027106443561675242,1.5819999999999999,0.027106443561675242
2024-01-02 11:20,8.497,7.082,True,False,6.959250710335149,1.415,-0.12274928966485099,1.415,0.12274928966485099
2024-01-02 11:30,8.865,7.136,True,False,7.283739743627299,1.729,0.14773974362729891,1.729,0.14773974362729891
2024-01-02 11:40,8.495,7.072,True,False,6.9574871829803,1.4229999999999992,-0.11451281701970029,1.4229999999999992,0.11451281701970029
2024-01-02 11:50,8.991,7.148,True,False,7.394841966982763,1.843,0.24684196698276306,1.843,0.24684196698276306
2024-01-02 12:00,2.709,5.383,True,False,1.8556025454031837,-2.674,-3.5273974545968163,2.674,3.5273974545968163
2024-01-02 12:10,8.514,7.202,True,False,6.974240692851362,1.3119999999999994,-0.2277593071486379,1.3119999999999994,0.2277593071486379
2024-01-02 12:20,8.529,7.201,True,False,6.987467148012727,1.3280000000000003,-0.21353285198727256,1.3280000000000003,0.21353285198727256
2024-01-02 12:30,9.244,7.336,True,False,7.617928177371116,1.9079999999999995,0.28192817737111575,1.9079999999999995,0.28192817737111575
2024-01-02 12:40,8.856,7.324,True,False,7.2758038705304795,1.532,-0.048196129469520343,1.532,0.048196129469520343
2024-01-02 12:50,9.394,7.41,True,False,7.750192728984764,1.984,0.34019272898476416,1.984,0.34019272898476416
2024-01-02 13:00,9.275,7.443,True,False,7.645262851371271,1.8320000000000007,0.20226285137127142,1.8320000000000007,0.20226285137127142
2024-01-02 13:10,8.975,7.405,True,False,7.380733748143974,1.5699999999999994,-0.0242662518560266,1.5699999999999994,0.0242662518560266
2024-01-02 13:20,22.082,11.322,True,False,18.938010268144538,10.760000000000002,7.616010268144539,10.760000000000002,7.616010268144539
2024-01-02 13:30,9.134,7.522,True,False,7.5209341728544405,1.612,-0.0010658271455596946,1.612,0.0010658271455596946
2024-01-02 13:40,9.361,7.566,True,False,7.721094527629763,1.7950000000000008,0.15509452762976306,1.7950000000000008,0.15509452762976306
2024-01-02 13:50,9.309,7.561,True,False,7.675242816403696,1.7479999999999993,0.11424281640369571,1.7479999999999993,0.11424281640369571
2024-01-02 14:00,9.261,7.58,True,False,7.632918159887328,1.6809999999999992,0.05291815988732829,1.6809999999999992,0.05291815988732829
2024-01-02 14:10,9.39,7.619,True,False,7.746665674275068,1.7710000000000008,0.12766567427506814,1.7710000000000008,0.12766567427506814
2024-01-02 14:20,8.91,7.625,True,False,7.323419109111393,1.2850000000000001,-0.30158089088860685,1.2850000000000001,0.30158089088860685
2024-01-02 14:30,22.689,11.679,True,False,19.4732408203411,11.01,7.7942408203411,11.01,7.7942408203411
2024-01-02 14:40,9.411,7.731,True,False,7.765182711500977,1.6799999999999997,0.03418271150097674,1.6799999999999997,0.03418271150097674
2024-01-02 14:50,0.0,4.528,False,True,-0.5330952567392996,-4.528,-5.061095256739299,4.528,5.061095256739299
2024-01-02 15:00,9.573,7.799,True,False,7.908028427243718,1.774,0.1090284272437172,1.774,0.1090284272437172
2024-01-02 15:10,15.42,9.547,True,False,13.063700649143717,5.872999999999999,3.5167006491437167,5.872999999999999,3.5167006491437167
2024-01-02 15:20,0.528,5.134,True,False,-0.06752403505925852,-4.606,-5.201524035059259,4.606,5.201524035059259
2024-01-02 15:30,9.241,7.859,True,False,7.615282886338843,1.3819999999999997,-0.24371711366115711,1.3819999999999997,0.24371711366115711
2024-01-02 15:40,9.496,7.928,True,False,7.840132624082045,1.5680000000000005,-0.08786737591795468,1.5680000000000005,0.08786737591795468
2024-01-02 15:50,9.019,7.924,True,False,7.419531349950645,1.0949999999999998,-0.5044686500493558,1.0949999999999998,0.5044686500493558
2024-01-02 16:00,9.718,7.982,True,False,8.035884160470244,1.7359999999999998,0.05388416047024425,1.7359999999999998,0.05388416047024425
2024-01-02 16:10,10.056,8.073,True,False,8.333920283439664,1.9829999999999988,0.26092028343966334,1.9829999999999988,0.26092028343966334
2024-01-02 16:20,9.924,8.052,True,False,8.217527478019653,1.8719999999999999,0.16552747801965317,1.8719999999999999,0.16552747801965317
2024-01-02 16:30,9.938,8.091,True,False,8.229872169503595,1.8470000000000013,0.13887216950359615,1.8470000000000013,0.13887216950359615
2024-01-02 16:40,0.0,3.642,False,True,-0.5330952567392996,-3.642,-4.1750952567393,3.642,4.1750952567393
2024-01-02 16:50,9.877,8.199,True,False,8.17608458518071,1.6780000000000008,-0.02291541481928938,1.6780000000000008,0.02291541481928938
2024-01-02 17:00,9.903,8.18,True,False,8.199010440793744,1.7230000000000008,0.019010440793744365,1.7230000000000008,0.019010440793744365
2024-01-02 17:10,9.641,8.212,True,False,7.96798835730857,1.4290000000000003,-0.2440116426914294,1.4290000000000003,0.2440116426914294
2024-01-02 17:20,10.205,8.285,True,False,8.465303071375887,1.92,0.18030307137588686,1.92,0.18030307137588686
2024-01-02 17:30,10.213,8.289,True,False,8.472357180795282,1.9239999999999995,0.18335718079528185,1.9239999999999995,0.18335718079528185
2024-01-02 17:40,9.874,8.355,True,False,8.173439294148439,1.5190000000000001,-0.18156070585156137,1.5190000000000001,0.18156070585156137
2024-01-02 17:50,10.391,8.409,True,False,8.629311115376812,1.9819999999999993,0.22031111537681092,1.9819999999999993,0.22031111537681092
2024-01-02 18:00,23.067,12.24,True,False,19.806547490407493,10.827,7.566547490407492,10.827,7.566547490407492
2024-01-02 18:10,4.284,6.621,True,False,3.244380337346488,-2.3370000000000006,-3.3766196626535123,2.3370000000000006,3.3766196626535123
2024-01-02 18:20,10.211,8.448,True,False,8.470593653440433,1.763,0.02259365344043296,1.763,0.02259365344043296
2024-01-02 18:30,4.147,6.677,True,False,3.1235787135393562,-2.5299999999999994,-3.5534212864606434,2.5299999999999994,3.5534212864606434
2024-01-02 18:40,10.346,8.519,True,False,8.589631749892717,1.827,0.07063174989271737,1.827,0.07063174989271737
2024-01-02 18:50,10.449,8.596,True,False,8.680453408667422,1.8529999999999998,0.08445340866742157,1.8529999999999998,0.08445340866742157
2024-01-02 19:00,10.27,8.568,True,False,8.522617710408468,1.702,-0.04538228959153123,1.702,0.04538228959153123
2024-01-02 19:10,10.386,8.647,True,False,8.624902296989688,1.738999999999999,-0.022097703010311776,1.738999999999999,0.022097703010311776
2024-01-02 19:20,10.787,8.715,True,False,8.978489531636843,2.072000000000001,0.26348953163684286,2.072000000000001,0.26348953163684286
2024-01-02 19:30,0.0,4.523,False,True,-0.5330952567392996,-4.523,-5.056095256739299,4.523,5.056095256739299
2024-01-02 19:40,10.682,8.711,True,False,8.885904345507289,1.971,0.17490434550728828,1.971,0.17490434550728828
2024-01-02 19:50,10.893,8.803,True,False,9.07195648144382,2.09,0.26895648144381923,2.09,0.26895648144381923
2024-01-02 20:00,10.546,8.775,True,False,8.765984485377581,1.770999999999999,-0.009015514622419118,1.770999999999999,0.009015514622419118
2024-01-02 20:10,10.508,8.783,True,False,8.732477465635457,1.7249999999999996,-0.05052253436454279,1.7249999999999996,0.05052253436454279
2024-01-02 20:20,10.689,8.842,True,False,8.892076691249258,1.8469999999999995,0.05007669124925762,1.8469999999999995,0.05007669124925762
2024-01-02 20:30,10.844,8.915,True,False,9.028750061250028,1.9290000000000003,0.11375006125002862,1.9290000000000003,0.11375006125002862
2024-01-02 20:40,10.926,8.944,True,False,9.101054682798823,1.9819999999999993,0.1570546827988224,1.9819999999999993,0.1570546827988224
2024-01-02 20:50,10.581,8.932,True,False,8.79684621408743,1.6489999999999991,-0.13515378591256955,1.6489999999999991,0.13515378591256955
2024-01-02 21:00,10.655,8.957,True,False,8.862096726216832,1.6979999999999986,-0.09490327378316898,1.6979999999999986,0.09490327378316898
2024-01-02 21:10,10.75,9.053,True,False,8.945864275572141,1.6969999999999992,-0.10713572442785946,1.6969999999999992,0.10713572442785946
