dataset,row_index,column,value,issue
附件1_Sheet1,6358,数据B_振弦式位移计数据_mm,213.947,局部差分突变候选
附件1_Sheet1,6362,数据B_振弦式位移计数据_mm,217.685,局部差分突变候选
附件1_Sheet1,6363,数据B_振弦式位移计数据_mm,214.004,局部差分突变候选
附件1_Sheet1,7133,数据B_振弦式位移计数据_mm,239.775,局部差分突变候选
附件1_Sheet1,7553,数据B_振弦式位移计数据_mm,256.207,局部差分突变候选
附件1_Sheet1,8205,数据B_振弦式位移计数据_mm,147.348,局部差分突变候选
附件1_Sheet1,8206,数据B_振弦式位移计数据_mm,275.608,局部差分突变候选
附件1_Sheet1,8790,数据B_振弦式位移计数据_mm,15.801,局部差分突变候选
附件1_Sheet1,8791,数据B_振弦式位移计数据_mm,291.864,局部差分突变候选
附件1_Sheet1,8928,数据B_振弦式位移计数据_mm,296.086,局部差分突变候选
附件1_Sheet1,8949,数据B_振弦式位移计数据_mm,296.153,局部差分突变候选
附件1_Sheet1,8950,数据B_振弦式位移计数据_mm,300.409,局部差分突变候选
