dataset,row_index,column,issue,value
附件3_训练集,1350,a_降雨量_mm,缺失,
附件3_训练集,1370,a_降雨量_mm,缺失,
附件3_训练集,1377,a_降雨量_mm,缺失,
附件3_训练集,1385,a_降雨量_mm,缺失,
附件3_训练集,1451,a_降雨量_mm,缺失,
附件3_训练集,1529,a_降雨量_mm,缺失,
附件3_训练集,1570,a_降雨量_mm,缺失,
附件3_训练集,1575,a_降雨量_mm,缺失,
附件3_训练集,1578,a_降雨量_mm,缺失,
附件3_训练集,1611,a_降雨量_mm,缺失,
附件3_训练集,1634,a_降雨量_mm,缺失,
附件3_训练集,1684,a_降雨量_mm,缺失,
附件3_训练集,1687,a_降雨量_mm,缺失,
附件3_训练集,1727,a_降雨量_mm,缺失,
附件3_训练集,1733,a_降雨量_mm,缺失,
附件3_训练集,1735,a_降雨量_mm,缺失,
附件3_训练集,1738,a_降雨量_mm,缺失,
附件3_训练集,1755,a_降雨量_mm,缺失,
附件3_训练集,1793,a_降雨量_mm,缺失,
附件3_训练集,1811,a_降雨量_mm,缺失,
附件3_训练集,1858,a_降雨量_mm,缺失,
附件3_训练集,1880,a_降雨量_mm,缺失,
附件3_训练集,1884,a_降雨量_mm,缺失,
附件3_训练集,1896,a_降雨量_mm,缺失,
附件3_训练集,1909,a_降雨量_mm,缺失,
附件3_训练集,1954,a_降雨量_mm,缺失,
附件3_训练集,1958,a_降雨量_mm,缺失,
附件3_训练集,1974,a_降雨量_mm,缺失,
附件3_训练集,1995,a_降雨量_mm,缺失,
附件3_训练集,2029,a_降雨量_mm,缺失,
附件3_训练集,2036,a_降雨量_mm,缺失,
附件3_训练集,2060,a_降雨量_mm,缺失,
附件3_训练集,2064,a_降雨量_mm,缺失,
附件3_训练集,2077,a_降雨量_mm,缺失,
附件3_训练集,2087,a_降雨量_mm,缺失,
附件3_训练集,2098,a_降雨量_mm,缺失,
附件3_训练集,2127,a_降雨量_mm,缺失,
附件3_训练集,2128,a_降雨量_mm,缺失,
附件3_训练集,2129,a_降雨量_mm,缺失,
附件3_训练集,2132,a_降雨量_mm,缺失,
附件3_训练集,2156,a_降雨量_mm,缺失,
附件3_训练集,2163,a_降雨量_mm,缺失,
附件3_训练集,2166,a_降雨量_mm,缺失,
附件3_训练集,2167,a_降雨量_mm,缺失,
附件3_训练集,2195,a_降雨量_mm,缺失,
附件3_训练集,2222,a_降雨量_mm,缺失,
附件3_训练集,2233,a_降雨量_mm,缺失,
附件3_训练集,2253,a_降雨量_mm,缺失,
附件3_训练集,2294,a_降雨量_mm,缺失,
附件3_训练集,2344,a_降雨量_mm,缺失,
附件3_训练集,2360,a_降雨量_mm,缺失,
附件3_训练集,2397,a_降雨量_mm,缺失,
附件3_训练集,2407,a_降雨量_mm,缺失,
附件3_训练集,2441,a_降雨量_mm,缺失,
附件3_训练集,2459,a_降雨量_mm,缺失,
附件3_训练集,2468,a_降雨量_mm,缺失,
附件3_训练集,2473,a_降雨量_mm,缺失,
附件3_训练集,2478,a_降雨量_mm,缺失,
附件3_训练集,2484,a_降雨量_mm,缺失,
附件3_训练集,2490,a_降雨量_mm,缺失,
附件3_训练集,2494,a_降雨量_mm,缺失,
附件3_训练集,2501,a_降雨量_mm,缺失,
附件3_训练集,2512,a_降雨量_mm,缺失,
附件3_训练集,2514,a_降雨量_mm,缺失,
附件3_训练集,2552,a_降雨量_mm,缺失,
附件3_训练集,2580,a_降雨量_mm,缺失,
附件3_训练集,2589,a_降雨量_mm,缺失,
附件3_训练集,2653,a_降雨量_mm,缺失,
附件3_训练集,2661,a_降雨量_mm,缺失,
附件3_训练集,2694,a_降雨量_mm,缺失,
附件3_训练集,2778,a_降雨量_mm,缺失,
附件3_训练集,2803,a_降雨量_mm,缺失,
附件3_训练集,2818,a_降雨量_mm,缺失,
附件3_训练集,2860,a_降雨量_mm,缺失,
附件3_训练集,2882,a_降雨量_mm,缺失,
附件3_训练集,2900,a_降雨量_mm,缺失,
附件3_训练集,2929,a_降雨量_mm,缺失,
附件3_训练集,2931,a_降雨量_mm,缺失,
附件3_训练集,2977,a_降雨量_mm,缺失,
附件3_训练集,2988,a_降雨量_mm,缺失,
附件3_训练集,2997,a_降雨量_mm,缺失,
附件3_训练集,3011,a_降雨量_mm,缺失,
附件3_训练集,3020,a_降雨量_mm,缺失,
附件3_训练集,3026,a_降雨量_mm,缺失,
附件3_训练集,3034,a_降雨量_mm,缺失,
附件3_训练集,3046,a_降雨量_mm,缺失,
附件3_训练集,3058,a_降雨量_mm,缺失,
附件3_训练集,3078,a_降雨量_mm,缺失,
附件3_训练集,3114,a_降雨量_mm,缺失,
附件3_训练集,3126,a_降雨量_mm,缺失,
附件3_训练集,3159,a_降雨量_mm,缺失,
附件3_训练集,3164,a_降雨量_mm,缺失,
附件3_训练集,3178,a_降雨量_mm,缺失,
附件3_训练集,3204,a_降雨量_mm,缺失,
附件3_训练集,3223,a_降雨量_mm,缺失,
附件3_训练集,3271,a_降雨量_mm,缺失,
附件3_训练集,3279,a_降雨量_mm,缺失,
附件3_训练集,3303,a_降雨量_mm,缺失,
附件3_训练集,3327,a_降雨量_mm,缺失,
附件3_训练集,3347,a_降雨量_mm,缺失,
附件3_训练集,3447,a_降雨量_mm,缺失,
附件3_训练集,3466,a_降雨量_mm,缺失,
附件3_训练集,3518,a_降雨量_mm,缺失,
附件3_训练集,3536,a_降雨量_mm,缺失,
附件3_训练集,3538,a_降雨量_mm,缺失,
附件3_训练集,3539,a_降雨量_mm,缺失,
附件3_训练集,3551,a_降雨量_mm,缺失,
附件3_训练集,3561,a_降雨量_mm,缺失,
附件3_训练集,3629,a_降雨量_mm,缺失,
附件3_训练集,3630,a_降雨量_mm,缺失,
附件3_训练集,3633,a_降雨量_mm,缺失,
附件3_训练集,3645,a_降雨量_mm,缺失,
附件3_训练集,3659,a_降雨量_mm,缺失,
附件3_训练集,3661,a_降雨量_mm,缺失,
附件3_训练集,3683,a_降雨量_mm,缺失,
附件3_训练集,3692,a_降雨量_mm,缺失,
附件3_训练集,3693,a_降雨量_mm,缺失,
附件3_训练集,3703,a_降雨量_mm,缺失,
附件3_训练集,3704,a_降雨量_mm,缺失,
附件3_训练集,3728,a_降雨量_mm,缺失,
附件3_训练集,3743,a_降雨量_mm,缺失,
附件3_训练集,3755,a_降雨量_mm,缺失,
附件3_训练集,3773,a_降雨量_mm,缺失,
附件3_训练集,3774,a_降雨量_mm,缺失,
附件3_训练集,3779,a_降雨量_mm,缺失,
附件3_训练集,3782,a_降雨量_mm,缺失,
附件3_训练集,3804,a_降雨量_mm,缺失,
附件3_训练集,3849,a_降雨量_mm,缺失,
附件3_训练集,3867,a_降雨量_mm,缺失,
附件3_训练集,3885,a_降雨量_mm,缺失,
附件3_训练集,3899,a_降雨量_mm,缺失,
附件3_训练集,3931,a_降雨量_mm,缺失,
附件3_训练集,3966,a_降雨量_mm,缺失,
附件3_训练集,4028,a_降雨量_mm,缺失,
附件3_训练集,4034,a_降雨量_mm,缺失,
附件3_训练集,4062,a_降雨量_mm,缺失,
附件3_训练集,4099,a_降雨量_mm,缺失,
附件3_训练集,4146,a_降雨量_mm,缺失,
附件3_训练集,4164,a_降雨量_mm,缺失,
附件3_训练集,4177,a_降雨量_mm,缺失,
附件3_训练集,4204,a_降雨量_mm,缺失,
附件3_训练集,4208,a_降雨量_mm,缺失,
附件3_训练集,4239,a_降雨量_mm,缺失,
附件3_训练集,4252,a_降雨量_mm,缺失,
附件3_训练集,4269,a_降雨量_mm,缺失,
附件3_训练集,4280,a_降雨量_mm,缺失,
附件3_训练集,4292,a_降雨量_mm,缺失,
附件3_训练集,4295,a_降雨量_mm,缺失,
附件3_训练集,4375,a_降雨量_mm,缺失,
附件3_训练集,4391,a_降雨量_mm,缺失,
附件3_训练集,4397,a_降雨量_mm,缺失,
附件3_训练集,4405,a_降雨量_mm,缺失,
附件3_训练集,4425,a_降雨量_mm,缺失,
附件3_训练集,4439,a_降雨量_mm,缺失,
附件3_训练集,4460,a_降雨量_mm,缺失,
附件3_训练集,4471,a_降雨量_mm,缺失,
附件3_训练集,4503,a_降雨量_mm,缺失,
附件3_训练集,4622,a_降雨量_mm,缺失,
附件3_训练集,4627,a_降雨量_mm,缺失,
附件3_训练集,4628,a_降雨量_mm,缺失,
附件3_训练集,4639,a_降雨量_mm,缺失,
附件3_训练集,4680,a_降雨量_mm,缺失,
附件3_训练集,4687,a_降雨量_mm,缺失,
附件3_训练集,4715,a_降雨量_mm,缺失,
附件3_训练集,4752,a_降雨量_mm,缺失,
附件3_训练集,4760,a_降雨量_mm,缺失,
附件3_训练集,4771,a_降雨量_mm,缺失,
附件3_训练集,4810,a_降雨量_mm,缺失,
附件3_训练集,4836,a_降雨量_mm,缺失,
附件3_训练集,4842,a_降雨量_mm,缺失,
附件3_训练集,4843,a_降雨量_mm,缺失,
附件3_训练集,4854,a_降雨量_mm,缺失,
附件3_训练集,4857,a_降雨量_mm,缺失,
附件3_训练集,4869,a_降雨量_mm,缺失,
附件3_训练集,4889,a_降雨量_mm,缺失,
附件3_训练集,4899,a_降雨量_mm,缺失,
附件3_训练集,4949,a_降雨量_mm,缺失,
附件3_训练集,4950,a_降雨量_mm,缺失,
附件3_训练集,4961,a_降雨量_mm,缺失,
附件3_训练集,4967,a_降雨量_mm,缺失,
附件3_训练集,4980,a_降雨量_mm,缺失,
附件3_训练集,4992,a_降雨量_mm,缺失,
附件3_训练集,5014,a_降雨量_mm,缺失,
附件3_训练集,5019,a_降雨量_mm,缺失,
附件3_训练集,5053,a_降雨量_mm,缺失,
附件3_训练集,5084,a_降雨量_mm,缺失,
附件3_训练集,5105,a_降雨量_mm,缺失,
附件3_训练集,5121,a_降雨量_mm,缺失,
附件3_训练集,5130,a_降雨量_mm,缺失,
附件3_训练集,5139,a_降雨量_mm,缺失,
附件3_训练集,5140,a_降雨量_mm,缺失,
附件3_训练集,5174,a_降雨量_mm,缺失,
附件3_训练集,5226,a_降雨量_mm,缺失,
附件3_训练集,5289,a_降雨量_mm,缺失,
附件3_训练集,5298,a_降雨量_mm,缺失,
附件3_训练集,5340,a_降雨量_mm,缺失,
附件3_训练集,5385,a_降雨量_mm,缺失,
附件3_训练集,5395,a_降雨量_mm,缺失,
附件3_训练集,5409,a_降雨量_mm,缺失,
附件3_训练集,5431,a_降雨量_mm,缺失,
附件3_训练集,5528,a_降雨量_mm,缺失,
附件3_训练集,5533,a_降雨量_mm,缺失,
附件3_训练集,5542,a_降雨量_mm,缺失,
附件3_训练集,5543,a_降雨量_mm,缺失,
附件3_训练集,5551,a_降雨量_mm,缺失,
附件3_训练集,5632,a_降雨量_mm,缺失,
附件3_训练集,5650,a_降雨量_mm,缺失,
附件3_训练集,5712,a_降雨量_mm,缺失,
附件3_训练集,5725,a_降雨量_mm,缺失,
附件3_训练集,5780,a_降雨量_mm,缺失,
附件3_训练集,5823,a_降雨量_mm,缺失,
附件3_训练集,5826,a_降雨量_mm,缺失,
附件3_训练集,5828,a_降雨量_mm,缺失,
附件3_训练集,5854,a_降雨量_mm,缺失,
附件3_训练集,5863,a_降雨量_mm,缺失,
附件3_训练集,5911,a_降雨量_mm,缺失,
附件3_训练集,5922,a_降雨量_mm,缺失,
附件3_训练集,5937,a_降雨量_mm,缺失,
附件3_训练集,5947,a_降雨量_mm,缺失,
附件3_训练集,5951,a_降雨量_mm,缺失,
附件3_训练集,5977,a_降雨量_mm,缺失,
附件3_训练集,5989,a_降雨量_mm,缺失,
附件3_训练集,6018,a_降雨量_mm,缺失,
附件3_训练集,6023,a_降雨量_mm,缺失,
附件3_训练集,6032,a_降雨量_mm,缺失,
附件3_训练集,6039,a_降雨量_mm,缺失,
附件3_训练集,6049,a_降雨量_mm,缺失,
附件3_训练集,6070,a_降雨量_mm,缺失,
附件3_训练集,6076,a_降雨量_mm,缺失,
附件3_训练集,6081,a_降雨量_mm,缺失,
附件3_训练集,6108,a_降雨量_mm,缺失,
附件3_训练集,6151,a_降雨量_mm,缺失,
附件3_训练集,6171,a_降雨量_mm,缺失,
附件3_训练集,6187,a_降雨量_mm,缺失,
附件3_训练集,6243,a_降雨量_mm,缺失,
附件3_训练集,6250,a_降雨量_mm,缺失,
附件3_训练集,6251,a_降雨量_mm,缺失,
附件3_训练集,6289,a_降雨量_mm,缺失,
附件3_训练集,6293,a_降雨量_mm,缺失,
附件3_训练集,6420,a_降雨量_mm,缺失,
附件3_训练集,6422,a_降雨量_mm,缺失,
附件3_训练集,6430,a_降雨量_mm,缺失,
附件3_训练集,6474,a_降雨量_mm,缺失,
附件3_训练集,6478,a_降雨量_mm,缺失,
附件3_训练集,6486,a_降雨量_mm,缺失,
附件3_训练集,6488,a_降雨量_mm,缺失,
附件3_训练集,6515,a_降雨量_mm,缺失,
附件3_训练集,6522,a_降雨量_mm,缺失,
附件3_训练集,6528,a_降雨量_mm,缺失,
附件3_训练集,6535,a_降雨量_mm,缺失,
附件3_训练集,6538,a_降雨量_mm,缺失,
附件3_训练集,6555,a_降雨量_mm,缺失,
附件3_训练集,6582,a_降雨量_mm,缺失,
附件3_训练集,6587,a_降雨量_mm,缺失,
附件3_训练集,6596,a_降雨量_mm,缺失,
附件3_训练集,6602,a_降雨量_mm,缺失,
附件3_训练集,6614,a_降雨量_mm,缺失,
附件3_训练集,6620,a_降雨量_mm,缺失,
附件3_训练集,6641,a_降雨量_mm,缺失,
附件3_训练集,6651,a_降雨量_mm,缺失,
附件3_训练集,6652,a_降雨量_mm,缺失,
附件3_训练集,6679,a_降雨量_mm,缺失,
附件3_训练集,6720,a_降雨量_mm,缺失,
附件3_训练集,6746,a_降雨量_mm,缺失,
附件3_训练集,6762,a_降雨量_mm,缺失,
附件3_训练集,6771,a_降雨量_mm,缺失,
附件3_训练集,6788,a_降雨量_mm,缺失,
附件3_训练集,6791,a_降雨量_mm,缺失,
附件3_训练集,6816,a_降雨量_mm,缺失,
附件3_训练集,6833,a_降雨量_mm,缺失,
附件3_训练集,6838,a_降雨量_mm,缺失,
附件3_训练集,6861,a_降雨量_mm,缺失,
附件3_训练集,6894,a_降雨量_mm,缺失,
附件3_训练集,6915,a_降雨量_mm,缺失,
附件3_训练集,6925,a_降雨量_mm,缺失,
附件3_训练集,6953,a_降雨量_mm,缺失,
附件3_训练集,6975,a_降雨量_mm,缺失,
附件3_训练集,7004,a_降雨量_mm,缺失,
附件3_训练集,7013,a_降雨量_mm,缺失,
附件3_训练集,7027,a_降雨量_mm,缺失,
附件3_训练集,7032,a_降雨量_mm,缺失,
附件3_训练集,7040,a_降雨量_mm,缺失,
附件3_训练集,7051,a_降雨量_mm,缺失,
附件3_训练集,7062,a_降雨量_mm,缺失,
附件3_训练集,7081,a_降雨量_mm,缺失,
附件3_训练集,7084,a_降雨量_mm,缺失,
附件3_训练集,7128,a_降雨量_mm,缺失,
附件3_训练集,7144,a_降雨量_mm,缺失,
附件3_训练集,7166,a_降雨量_mm,缺失,
附件3_训练集,7182,a_降雨量_mm,缺失,
附件3_训练集,7193,a_降雨量_mm,缺失,
附件3_训练集,7194,a_降雨量_mm,缺失,
附件3_训练集,7207,a_降雨量_mm,缺失,
附件3_训练集,7225,a_降雨量_mm,缺失,
附件3_训练集,7300,a_降雨量_mm,缺失,
附件3_训练集,7328,a_降雨量_mm,缺失,
附件3_训练集,7403,a_降雨量_mm,缺失,
附件3_训练集,7407,a_降雨量_mm,缺失,
附件3_训练集,7424,a_降雨量_mm,缺失,
附件3_训练集,7434,a_降雨量_mm,缺失,
附件3_训练集,7445,a_降雨量_mm,缺失,
附件3_训练集,7452,a_降雨量_mm,缺失,
附件3_训练集,7465,a_降雨量_mm,缺失,
附件3_训练集,7479,a_降雨量_mm,缺失,
附件3_训练集,7523,a_降雨量_mm,缺失,
附件3_训练集,7535,a_降雨量_mm,缺失,
附件3_训练集,7550,a_降雨量_mm,缺失,
附件3_训练集,7623,a_降雨量_mm,缺失,
附件3_训练集,7649,a_降雨量_mm,缺失,
附件3_训练集,7667,a_降雨量_mm,缺失,
附件3_训练集,7694,a_降雨量_mm,缺失,
附件3_训练集,7713,a_降雨量_mm,缺失,
附件3_训练集,7727,a_降雨量_mm,缺失,
附件3_训练集,7731,a_降雨量_mm,缺失,
附件3_训练集,7740,a_降雨量_mm,缺失,
附件3_训练集,7748,a_降雨量_mm,缺失,
附件3_训练集,7759,a_降雨量_mm,缺失,
附件3_训练集,7782,a_降雨量_mm,缺失,
附件3_训练集,7810,a_降雨量_mm,缺失,
附件3_训练集,7822,a_降雨量_mm,缺失,
附件3_训练集,7829,a_降雨量_mm,缺失,
附件3_训练集,7833,a_降雨量_mm,缺失,
附件3_训练集,7891,a_降雨量_mm,缺失,
附件3_训练集,7921,a_降雨量_mm,缺失,
附件3_训练集,7928,a_降雨量_mm,缺失,
附件3_训练集,7946,a_降雨量_mm,缺失,
附件3_训练集,8026,a_降雨量_mm,缺失,
附件3_训练集,8058,a_降雨量_mm,缺失,
附件3_训练集,8067,a_降雨量_mm,缺失,
附件3_训练集,8085,a_降雨量_mm,缺失,
附件3_训练集,8104,a_降雨量_mm,缺失,
附件3_训练集,8144,a_降雨量_mm,缺失,
附件3_训练集,8155,a_降雨量_mm,缺失,
附件3_训练集,8156,a_降雨量_mm,缺失,
附件3_训练集,8193,a_降雨量_mm,缺失,
附件3_训练集,8203,a_降雨量_mm,缺失,
附件3_训练集,8205,a_降雨量_mm,缺失,
附件3_训练集,8215,a_降雨量_mm,缺失,
附件3_训练集,8234,a_降雨量_mm,缺失,
附件3_训练集,8253,a_降雨量_mm,缺失,
附件3_训练集,8283,a_降雨量_mm,缺失,
附件3_训练集,8293,a_降雨量_mm,缺失,
附件3_训练集,8302,a_降雨量_mm,缺失,
附件3_训练集,8326,a_降雨量_mm,缺失,
附件3_训练集,8333,a_降雨量_mm,缺失,
附件3_训练集,8378,a_降雨量_mm,缺失,
附件3_训练集,8420,a_降雨量_mm,缺失,
附件3_训练集,8443,a_降雨量_mm,缺失,
附件3_训练集,8474,a_降雨量_mm,缺失,
附件3_训练集,8478,a_降雨量_mm,缺失,
附件3_训练集,8484,a_降雨量_mm,缺失,
附件3_训练集,8508,a_降雨量_mm,缺失,
附件3_训练集,8516,a_降雨量_mm,缺失,
附件3_训练集,8539,a_降雨量_mm,缺失,
附件3_训练集,8581,a_降雨量_mm,缺失,
附件3_训练集,8600,a_降雨量_mm,缺失,
附件3_训练集,8615,a_降雨量_mm,缺失,
附件3_训练集,8626,a_降雨量_mm,缺失,
附件3_训练集,8631,a_降雨量_mm,缺失,
附件3_训练集,8636,a_降雨量_mm,缺失,
附件3_训练集,8643,a_降雨量_mm,缺失,
附件3_训练集,8651,a_降雨量_mm,缺失,
附件3_训练集,8661,a_降雨量_mm,缺失,
附件3_训练集,8669,a_降雨量_mm,缺失,
附件3_训练集,8735,a_降雨量_mm,缺失,
附件3_训练集,8763,a_降雨量_mm,缺失,
附件3_训练集,8765,a_降雨量_mm,缺失,
附件3_训练集,8773,a_降雨量_mm,缺失,
附件3_训练集,8810,a_降雨量_mm,缺失,
附件3_训练集,8821,a_降雨量_mm,缺失,
附件3_训练集,8839,a_降雨量_mm,缺失,
附件3_训练集,8841,a_降雨量_mm,缺失,
附件3_训练集,8858,a_降雨量_mm,缺失,
附件3_训练集,8873,a_降雨量_mm,缺失,
附件3_训练集,8940,a_降雨量_mm,缺失,
附件3_训练集,8960,a_降雨量_mm,缺失,
附件3_训练集,8972,a_降雨量_mm,缺失,
附件3_训练集,8980,a_降雨量_mm,缺失,
附件3_训练集,8983,a_降雨量_mm,缺失,
附件3_训练集,9007,a_降雨量_mm,缺失,
附件3_训练集,9011,a_降雨量_mm,缺失,
附件3_训练集,9027,a_降雨量_mm,缺失,
附件3_训练集,9048,a_降雨量_mm,缺失,
附件3_训练集,9049,a_降雨量_mm,缺失,
附件3_训练集,9105,a_降雨量_mm,缺失,
附件3_训练集,9126,a_降雨量_mm,缺失,
附件3_训练集,9130,a_降雨量_mm,缺失,
附件3_训练集,9134,a_降雨量_mm,缺失,
附件3_训练集,9138,a_降雨量_mm,缺失,
附件3_训练集,9139,a_降雨量_mm,缺失,
附件3_训练集,9153,a_降雨量_mm,缺失,
附件3_训练集,9167,a_降雨量_mm,缺失,
附件3_训练集,9175,a_降雨量_mm,缺失,
附件3_训练集,9182,a_降雨量_mm,缺失,
附件3_训练集,9185,a_降雨量_mm,缺失,
附件3_训练集,9195,a_降雨量_mm,缺失,
附件3_训练集,9218,a_降雨量_mm,缺失,
附件3_训练集,9221,a_降雨量_mm,缺失,
附件3_训练集,9249,a_降雨量_mm,缺失,
附件3_训练集,9271,a_降雨量_mm,缺失,
附件3_训练集,9309,a_降雨量_mm,缺失,
附件3_训练集,9315,a_降雨量_mm,缺失,
附件3_训练集,9329,a_降雨量_mm,缺失,
附件3_训练集,9339,a_降雨量_mm,缺失,
附件3_训练集,9353,a_降雨量_mm,缺失,
附件3_训练集,9360,a_降雨量_mm,缺失,
附件3_训练集,9362,a_降雨量_mm,缺失,
附件3_训练集,9365,a_降雨量_mm,缺失,
附件3_训练集,9368,a_降雨量_mm,缺失,
附件3_训练集,9405,a_降雨量_mm,缺失,
附件3_训练集,9443,a_降雨量_mm,缺失,
附件3_训练集,9473,a_降雨量_mm,缺失,
附件3_训练集,9514,a_降雨量_mm,缺失,
附件3_训练集,9526,a_降雨量_mm,缺失,
附件3_训练集,9535,a_降雨量_mm,缺失,
附件3_训练集,9538,a_降雨量_mm,缺失,
附件3_训练集,9582,a_降雨量_mm,缺失,
附件3_训练集,9600,a_降雨量_mm,缺失,
附件3_训练集,9613,a_降雨量_mm,缺失,
附件3_训练集,9637,a_降雨量_mm,缺失,
附件3_训练集,9653,a_降雨量_mm,缺失,
附件3_训练集,9669,a_降雨量_mm,缺失,
附件3_训练集,9682,a_降雨量_mm,缺失,
附件3_训练集,9696,a_降雨量_mm,缺失,
附件3_训练集,9702,a_降雨量_mm,缺失,
附件3_训练集,9705,a_降雨量_mm,缺失,
附件3_训练集,9711,a_降雨量_mm,缺失,
附件3_训练集,9712,a_降雨量_mm,缺失,
附件3_训练集,9733,a_降雨量_mm,缺失,
附件3_训练集,9738,a_降雨量_mm,缺失,
附件3_训练集,9774,a_降雨量_mm,缺失,
附件3_训练集,9779,a_降雨量_mm,缺失,
附件3_训练集,9782,a_降雨量_mm,缺失,
附件3_训练集,9816,a_降雨量_mm,缺失,
附件3_训练集,9821,a_降雨量_mm,缺失,
附件3_训练集,9865,a_降雨量_mm,缺失,
附件3_训练集,9869,a_降雨量_mm,缺失,
附件3_训练集,9896,a_降雨量_mm,缺失,
附件3_训练集,9903,a_降雨量_mm,缺失,
附件3_训练集,9906,a_降雨量_mm,缺失,
附件3_训练集,9913,a_降雨量_mm,缺失,
附件3_训练集,9916,a_降雨量_mm,缺失,
附件3_训练集,9959,a_降雨量_mm,缺失,
附件3_训练集,9982,a_降雨量_mm,缺失,
附件3_训练集,41,b_孔隙水压力_kPa,缺失,
附件3_训练集,56,b_孔隙水压力_kPa,缺失,
附件3_训练集,77,b_孔隙水压力_kPa,缺失,
附件3_训练集,145,b_孔隙水压力_kPa,缺失,
附件3_训练集,179,b_孔隙水压力_kPa,缺失,
附件3_训练集,180,b_孔隙水压力_kPa,缺失,
附件3_训练集,210,b_孔隙水压力_kPa,缺失,
附件3_训练集,224,b_孔隙水压力_kPa,缺失,
附件3_训练集,229,b_孔隙水压力_kPa,缺失,
附件3_训练集,233,b_孔隙水压力_kPa,缺失,
附件3_训练集,290,b_孔隙水压力_kPa,缺失,
附件3_训练集,297,b_孔隙水压力_kPa,缺失,
附件3_训练集,300,b_孔隙水压力_kPa,缺失,
附件3_训练集,321,b_孔隙水压力_kPa,缺失,
附件3_训练集,344,b_孔隙水压力_kPa,缺失,
附件3_训练集,354,b_孔隙水压力_kPa,缺失,
附件3_训练集,356,b_孔隙水压力_kPa,缺失,
附件3_训练集,360,b_孔隙水压力_kPa,缺失,
附件3_训练集,365,b_孔隙水压力_kPa,缺失,
附件3_训练集,373,b_孔隙水压力_kPa,缺失,
附件3_训练集,432,b_孔隙水压力_kPa,缺失,
附件3_训练集,477,b_孔隙水压力_kPa,缺失,
附件3_训练集,478,b_孔隙水压力_kPa,缺失,
附件3_训练集,493,b_孔隙水压力_kPa,缺失,
附件3_训练集,499,b_孔隙水压力_kPa,缺失,
附件3_训练集,512,b_孔隙水压力_kPa,缺失,
