dataset,row_index,column,value,issue
附件5_Sheet1,9100,表面位移_mm,2976.462,局部差分突变候选
附件5_Sheet1,9196,表面位移_mm,3134.308,局部差分突变候选
附件5_Sheet1,9197,表面位移_mm,3137.965,局部差分突变候选
附件5_Sheet1,193,原始速度_表面位移_mm_mm_h,-10.884,局部差分突变候选
附件5_Sheet1,415,原始速度_表面位移_mm_mm_h,38.94,局部差分突变候选
附件5_Sheet1,416,原始速度_表面位移_mm_mm_h,-42.042,局部差分突变候选
附件5_Sheet1,417,原始速度_表面位移_mm_mm_h,0.9900000000000002,局部差分突变候选
附件5_Sheet1,444,原始速度_表面位移_mm_mm_h,64.602,局部差分突变候选
附件5_Sheet1,747,原始速度_表面位移_mm_mm_h,11.621999999999986,局部差分突变候选
附件5_Sheet1,1103,原始速度_表面位移_mm_mm_h,-5.56200000000004,局部差分突变候选
附件5_Sheet1,1104,原始速度_表面位移_mm_mm_h,4.080000000000041,局部差分突变候选
附件5_Sheet1,1197,原始速度_表面位移_mm_mm_h,-11.058000000000021,局部差分突变候选
附件5_Sheet1,1894,原始速度_表面位移_mm_mm_h,7.2719999999999345,局部差分突变候选
附件5_Sheet1,2272,原始速度_表面位移_mm_mm_h,0.6059999999999945,局部差分突变候选
附件5_Sheet1,2505,原始速度_表面位移_mm_mm_h,-0.8640000000000327,局部差分突变候选
附件5_Sheet1,2725,原始速度_表面位移_mm_mm_h,15.443999999999733,局部差分突变候选
附件5_Sheet1,2726,原始速度_表面位移_mm_mm_h,-11.771999999999935,局部差分突变候选
附件5_Sheet1,2727,原始速度_表面位移_mm_mm_h,1.6739999999999782,局部差分突变候选
附件5_Sheet1,2907,原始速度_表面位移_mm_mm_h,14.339999999999918,局部差分突变候选
附件5_Sheet1,2943,原始速度_表面位移_mm_mm_h,18.474000000000387,局部差分突变候选
附件5_Sheet1,3958,原始速度_表面位移_mm_mm_h,-25.193999999999733,局部差分突变候选
附件5_Sheet1,4113,原始速度_表面位移_mm_mm_h,-1.1520000000000437,局部差分突变候选
附件5_Sheet1,4117,原始速度_表面位移_mm_mm_h,34.5120000000004,局部差分突变候选
附件5_Sheet1,4118,原始速度_表面位移_mm_mm_h,-34.42200000000048,局部差分突变候选
附件5_Sheet1,4119,原始速度_表面位移_mm_mm_h,-0.7259999999998854,局部差分突变候选
附件5_Sheet1,4452,原始速度_表面位移_mm_mm_h,-6.059999999999945,局部差分突变候选
附件5_Sheet1,4818,原始速度_表面位移_mm_mm_h,15.551999999999225,局部差分突变候选
附件5_Sheet1,5049,原始速度_表面位移_mm_mm_h,-14.304000000000087,局部差分突变候选
附件5_Sheet1,5102,原始速度_表面位移_mm_mm_h,-10.782000000000153,局部差分突变候选
附件5_Sheet1,5121,原始速度_表面位移_mm_mm_h,-1.919999999999618,局部差分突变候选
附件5_Sheet1,5835,原始速度_表面位移_mm_mm_h,-52.99199999999928,局部差分突变候选
附件5_Sheet1,5849,原始速度_表面位移_mm_mm_h,-13.77599999999893,局部差分突变候选
附件5_Sheet1,6247,原始速度_表面位移_mm_mm_h,15.82799999999952,局部差分突变候选
附件5_Sheet1,6304,原始速度_表面位移_mm_mm_h,12.55200000000059,局部差分突变候选
附件5_Sheet1,6485,原始速度_表面位移_mm_mm_h,-21.713999999999487,局部差分突变候选
附件5_Sheet1,6586,原始速度_表面位移_mm_mm_h,-41.88599999999997,局部差分突变候选
附件5_Sheet1,7074,原始速度_表面位移_mm_mm_h,2.1539999999995416,局部差分突变候选
附件5_Sheet1,7456,原始速度_表面位移_mm_mm_h,-13.878000000000611,局部差分突变候选
附件5_Sheet1,7701,原始速度_表面位移_mm_mm_h,-11.58600000000024,局部差分突变候选
附件5_Sheet1,8255,原始速度_表面位移_mm_mm_h,3.1680000000014843,局部差分突变候选
附件5_Sheet1,8448,原始速度_表面位移_mm_mm_h,-33.005999999998494,局部差分突变候选
附件5_Sheet1,8449,原始速度_表面位移_mm_mm_h,1.3319999999985157,局部差分突变候选
附件5_Sheet1,8657,原始速度_表面位移_mm_mm_h,0.43799999999919237,局部差分突变候选
附件5_Sheet1,8842,原始速度_表面位移_mm_mm_h,-11.88000000000011,局部差分突变候选
附件5_Sheet1,8858,原始速度_表面位移_mm_mm_h,12.714000000000851,局部差分突变候选
附件5_Sheet1,9032,原始速度_表面位移_mm_mm_h,8.010000000000218,局部差分突变候选
附件5_Sheet1,9040,原始速度_表面位移_mm_mm_h,52.194000000000415,局部差分突变候选
附件5_Sheet1,9041,原始速度_表面位移_mm_mm_h,-33.64799999999832,局部差分突变候选
附件5_Sheet1,9069,原始速度_表面位移_mm_mm_h,24.06000000000131,局部差分突变候选
附件5_Sheet1,9099,原始速度_表面位移_mm_mm_h,195.71400000000085,局部差分突变候选
附件5_Sheet1,9197,原始速度_表面位移_mm_mm_h,21.942000000000917,局部差分突变候选
附件5_Sheet1,527,孔隙水压力_kPa,42.49,局部差分突变候选
附件5_Sheet1,583,孔隙水压力_kPa,46.09,局部差分突变候选
附件5_Sheet1,632,孔隙水压力_kPa,49.84,局部差分突变候选
附件5_Sheet1,822,孔隙水压力_kPa,52.08,局部差分突变候选
附件5_Sheet1,892,孔隙水压力_kPa,50.69,局部差分突变候选
附件5_Sheet1,1058,孔隙水压力_kPa,54.91,局部差分突变候选
附件5_Sheet1,1411,孔隙水压力_kPa,44.89,局部差分突变候选
附件5_Sheet1,1505,孔隙水压力_kPa,47.08,局部差分突变候选
附件5_Sheet1,1684,孔隙水压力_kPa,48.44,局部差分突变候选
附件5_Sheet1,1906,孔隙水压力_kPa,45.66,局部差分突变候选
附件5_Sheet1,2169,孔隙水压力_kPa,49.98,局部差分突变候选
附件5_Sheet1,2267,孔隙水压力_kPa,48.68,局部差分突变候选
附件5_Sheet1,2276,孔隙水压力_kPa,61.11,局部差分突变候选
附件5_Sheet1,2661,孔隙水压力_kPa,39.51,局部差分突变候选
附件5_Sheet1,2770,孔隙水压力_kPa,38.5,局部差分突变候选
附件5_Sheet1,2856,孔隙水压力_kPa,40.84,局部差分突变候选
附件5_Sheet1,3128,孔隙水压力_kPa,34.63,局部差分突变候选
附件5_Sheet1,3875,孔隙水压力_kPa,21.27,局部差分突变候选
附件5_Sheet1,4301,孔隙水压力_kPa,31.0,局部差分突变候选
附件5_Sheet1,4395,孔隙水压力_kPa,46.45,局部差分突变候选
附件5_Sheet1,4534,孔隙水压力_kPa,48.48,局部差分突变候选
附件5_Sheet1,4691,孔隙水压力_kPa,41.99,局部差分突变候选
附件5_Sheet1,4821,孔隙水压力_kPa,43.24,局部差分突变候选
附件5_Sheet1,4854,孔隙水压力_kPa,46.87,局部差分突变候选
附件5_Sheet1,5086,孔隙水压力_kPa,34.89,局部差分突变候选
附件5_Sheet1,5087,孔隙水压力_kPa,34.76,局部差分突变候选
附件5_Sheet1,5091,孔隙水压力_kPa,34.63,局部差分突变候选
附件5_Sheet1,5157,孔隙水压力_kPa,39.88,局部差分突变候选
附件5_Sheet1,5184,孔隙水压力_kPa,58.69,局部差分突变候选
附件5_Sheet1,5388,孔隙水压力_kPa,52.36,局部差分突变候选
附件5_Sheet1,5439,孔隙水压力_kPa,59.24,局部差分突变候选
附件5_Sheet1,5835,孔隙水压力_kPa,47.62,局部差分突变候选
附件5_Sheet1,5974,孔隙水压力_kPa,49.95,局部差分突变候选
附件5_Sheet1,6040,孔隙水压力_kPa,64.42,局部差分突变候选
附件5_Sheet1,6228,孔隙水压力_kPa,52.42,局部差分突变候选
附件5_Sheet1,6258,孔隙水压力_kPa,57.74,局部差分突变候选
附件5_Sheet1,6948,孔隙水压力_kPa,30.45,局部差分突变候选
附件5_Sheet1,7138,孔隙水压力_kPa,32.1,局部差分突变候选
附件5_Sheet1,7199,孔隙水压力_kPa,50.0,局部差分突变候选
附件5_Sheet1,7214,孔隙水压力_kPa,52.67,局部差分突变候选
附件5_Sheet1,7294,孔隙水压力_kPa,60.07,局部差分突变候选
附件5_Sheet1,7411,孔隙水压力_kPa,56.15,局部差分突变候选
附件5_Sheet1,8420,孔隙水压力_kPa,38.12,局部差分突变候选
附件5_Sheet1,8549,孔隙水压力_kPa,38.64,局部差分突变候选
附件5_Sheet1,8721,孔隙水压力_kPa,31.51,局部差分突变候选
附件5_Sheet1,8905,孔隙水压力_kPa,41.11,局部差分突变候选
附件5_Sheet1,9022,孔隙水压力_kPa,49.0,局部差分突变候选
附件5_Sheet1,9193,孔隙水压力_kPa,44.47,局部差分突变候选
